"V1","V2","V3","V4","V5","class","dataset_name","altered_attribute","noise_level"
-0.22,-0.130022,1.426434,1.666449,-0.136583,"1","phoneme","V1",0.6
1.91,0.014105,-1.089847,-0.34753,0.034495,"1","phoneme","V1",0.6
0.67,1.16814,-1.302758,-0.086471,1.478125,"1","phoneme","V1",0.6
-0.81,-1.074897,-0.248804,0.137432,1.886885,"1","phoneme","V1",0.6
-1.12,-1.0965,-0.309322,-1.490247,2.640489,"1","phoneme","V1",0.6
3.01,-1.76747,-0.346613,-0.286127,-0.255633,"1","phoneme","V1",0.6
-0.68,0.700909,-0.202647,-0.138919,0.104111,"1","phoneme","V1",0.6
0.32,1.438462,0.707526,0.280446,-0.136583,"1","phoneme","V1",0.6
-1.14,0.558298,0.181211,0.42084,-0.642793,"1","phoneme","V1",0.6
-0.1,1.236572,-1.34014,-0.862823,-0.391422,"1","phoneme","V1",0.6
-0.01,0.814826,0.474327,-0.934306,-0.441997,"1","phoneme","V1",0.6
-1.14,0.486963,0.06385,0.007932,-0.437678,"1","phoneme","V1",0.6
-0.54,-0.834076,0.293957,1.673229,-0.136583,"1","phoneme","V1",0.6
-0.22,1.444184,-1.357207,-0.149073,0.917516,"1","phoneme","V1",0.6
-0.92,1.649282,0.287473,-0.040457,-0.136583,"1","phoneme","V1",0.6
0.13,0.293886,1.550657,0.48241,-0.966994,"1","phoneme","V1",0.6
-0.58,-0.754577,-0.236919,0.624909,-0.136583,"1","phoneme","V1",0.6
0.07,1.155555,-1.184129,-0.714452,-0.344231,"1","phoneme","V1",0.6
-0.63,0.583255,0.348385,-0.081619,-0.136583,"1","phoneme","V1",0.6
0.3,0.172378,1.107415,-1.058162,-0.579821,"1","phoneme","V1",0.6
0.84,0.593842,0.64951,-0.799335,-0.34047,"1","phoneme","V1",0.6
-0.44,-1.015596,-0.278056,1.805176,1.575105,"1","phoneme","V1",0.6
0.64,1.486074,-1.278209,-0.034732,-0.479359,"1","phoneme","V1",0.6
-0.01,-0.461,1.146673,-1.24251,-0.831043,"1","phoneme","V1",0.6
-0.7,-2.493172,-1.82825,-1.224791,-0.652419,"1","phoneme","V1",0.6
0.47,3.105647,-1.514807,-0.944306,-0.397376,"1","phoneme","V1",0.6
-0.38,0.614816,0.513206,0.062296,0.197505,"1","phoneme","V1",0.6
-0.76,1.067136,-0.068016,0.018553,-0.769489,"1","phoneme","V1",0.6
-0.96,-0.383111,1.727029,-1.432389,-1.208085,"1","phoneme","V1",0.6
-0.62,0.020638,2.072965,-1.297417,-0.789014,"1","phoneme","V1",0.6
-1.29,1.494075,-1.345751,-0.931043,1.786732,"1","phoneme","V1",0.6
0.55,0.017653,-1.079,-0.625546,-0.242702,"1","phoneme","V1",0.6
3.08,-1.109536,-1.827044,0.136895,-0.575966,"1","phoneme","V1",0.6
-0.61,2.270791,-1.428957,-0.839519,-0.803741,"1","phoneme","V1",0.6
1.62,0.696233,-1.123327,-0.655862,0.14663,"1","phoneme","V1",0.6
2.01,-0.011405,-0.470748,-0.298119,-0.2676,"1","phoneme","V1",0.6
-1.16,0.055195,1.17694,-1.484478,-1.069151,"1","phoneme","V1",0.6
-0.76,-0.776702,0.58031,2.258604,-1.570971,"1","phoneme","V1",0.6
0.05,0.734702,-0.296558,-0.158885,-0.315654,"1","phoneme","V1",0.6
1.47,-1.143646,0.560546,-0.894865,0.378274,"1","phoneme","V1",0.6
0.23,2.594365,-1.347944,-0.779584,-0.398437,"1","phoneme","V1",0.6
-0.75,-1.049376,-0.311231,-1.429004,3.812945,"1","phoneme","V1",0.6
0.6,-0.187198,1.952157,-1.499808,0.617667,"1","phoneme","V1",0.6
0.11,1.20554,-1.268547,-0.167209,1.604112,"1","phoneme","V1",0.6
1.85,-0.434932,-1.015207,-0.387351,-0.268805,"1","phoneme","V1",0.6
-1.69,1.255784,0.244848,0.242865,-0.136583,"1","phoneme","V1",0.6
0.44,0.851909,-1.264216,-0.685587,0.139693,"1","phoneme","V1",0.6
-1.26,-0.406275,0.054751,0.789082,-0.739565,"1","phoneme","V1",0.6
-1.3,-0.924827,0.323456,2.004904,-1.493307,"1","phoneme","V1",0.6
0.04,1.869032,-1.269042,-0.143538,0.527497,"1","phoneme","V1",0.6
-0.8,1.043036,-1.218732,-0.108292,-0.482811,"1","phoneme","V1",0.6
2.6,-1.807899,-0.936601,-0.40359,-0.226508,"1","phoneme","V1",0.6
-0.24,2.033287,0.219366,-0.941103,0.22424,"1","phoneme","V1",0.6
0.1,-0.344112,1.476368,0.984919,0.792331,"1","phoneme","V1",0.6
2.43,-0.899504,-0.951722,-0.397866,-0.207327,"1","phoneme","V1",0.6
-0.62,0.284791,1.249933,0.745712,1.864996,"1","phoneme","V1",0.6
0,2.002102,-1.507255,-0.09335,1.584695,"1","phoneme","V1",0.6
-1,-0.938777,0.932945,1.108492,1.099511,"1","phoneme","V1",0.6
3.25,-0.968089,-0.959301,-0.388643,-0.22854,"1","phoneme","V1",0.6
-0.62,1.091823,0.089548,0.153917,-0.553268,"1","phoneme","V1",0.6
0.64,0.817752,-1.355203,-0.249871,0.309018,"1","phoneme","V1",0.6
-1.65,-0.26818,1.277293,-1.183757,-0.532343,"1","phoneme","V1",0.6
1.19,-0.023778,-0.446447,-0.316282,-0.301023,"1","phoneme","V1",0.6
-0.62,0.03663,2.17066,-1.485165,-0.722757,"1","phoneme","V1",0.6
-1.12,0.775804,-0.201345,-0.157002,0.06016,"1","phoneme","V1",0.6
3.18,-1.088679,-0.614341,-0.395712,0.050337,"1","phoneme","V1",0.6
2.33,-0.563081,-0.432935,-0.6492,-0.241527,"1","phoneme","V1",0.6
-0.03,0.208099,1.995456,-1.327555,-0.683561,"1","phoneme","V1",0.6
0.1,-0.018067,-1.075813,-0.324118,0.030194,"1","phoneme","V1",0.6
-1.82,-2.833318,-1.476058,-0.848209,-0.398917,"1","phoneme","V1",0.6
0.38,0.178394,0.39405,0.314114,-0.136583,"1","phoneme","V1",0.6
-0.12,2.010092,-1.251154,-0.699083,-0.375525,"1","phoneme","V1",0.6
-0.44,-1.077315,-0.220432,-0.7807,-0.93528,"1","phoneme","V1",0.6
-0.03,0.284615,-0.221736,1.399416,-0.844397,"1","phoneme","V1",0.6
-0.76,-1.166949,-0.391134,0.163875,1.937995,"1","phoneme","V1",0.6
-0.38,1.174097,-1.339812,-0.693742,0.252481,"1","phoneme","V1",0.6
-0.01,1.752013,0.094017,-0.095853,0.190101,"1","phoneme","V1",0.6
-1.02,-0.510573,1.955172,-1.361767,0.942065,"1","phoneme","V1",0.6
-0.76,-0.62656,-0.061878,1.476965,-0.136583,"1","phoneme","V1",0.6
0.55,1.176729,-1.260679,-0.194702,0.162046,"1","phoneme","V1",0.6
-1.34,2.821988,-1.48107,-0.930957,-0.413482,"1","phoneme","V1",0.6
3.43,-1.077962,-0.530204,-0.315021,-0.269093,"1","phoneme","V1",0.6
-1.08,-0.794918,0.652362,2.293229,-0.136583,"1","phoneme","V1",0.6
1.07,-0.230109,0.094598,0.403819,-0.500546,"1","phoneme","V1",0.6
1.04,0.440809,-1.148784,-0.270545,-0.298477,"1","phoneme","V1",0.6
-0.66,-0.695677,1.147667,0.802265,-0.929438,"1","phoneme","V1",0.6
-0.32,1.869256,-0.031591,0.198616,1.829972,"1","phoneme","V1",0.6
0.58,1.204976,-1.17799,-0.685695,0.194229,"1","phoneme","V1",0.6
0.29,-0.073539,-0.373866,-0.68684,-0.859366,"1","phoneme","V1",0.6
0.33,1.218113,-0.102299,0.004991,-0.815132,"1","phoneme","V1",0.6
0.06,1.297485,-1.3922,0.082238,-0.436636,"1","phoneme","V1",0.6
-0.33,0.231352,-0.278421,-0.738038,-0.136583,"1","phoneme","V1",0.6
-0.34,-1.170596,-0.2507,1.223479,2.009344,"1","phoneme","V1",0.6
1.02,0.252232,-1.035854,-0.592834,0.019416,"1","phoneme","V1",0.6
0.29,1.328293,-1.211124,-0.700476,0.254008,"1","phoneme","V1",0.6
1.26,-1.13014,-0.618885,-0.222133,-0.282131,"1","phoneme","V1",0.6
-0.26,1.023038,-1.40684,-0.05711,-0.136583,"1","phoneme","V1",0.6
1.17,-0.869262,-0.950791,-0.324418,-0.268714,"1","phoneme","V1",0.6
-0.62,0.559967,0.260588,0.055504,-0.464915,"1","phoneme","V1",0.6
1.09,-0.544768,-0.980294,-0.364545,0.00546,"1","phoneme","V1",0.6
-0.48,0.168266,1.877964,-1.464665,-0.721839,"1","phoneme","V1",0.6
1.89,-1.738154,-0.592977,-0.252297,-0.251934,"1","phoneme","V1",0.6
-0.22,1.224646,-1.445448,-0.778934,-0.136583,"1","phoneme","V1",0.6
-0.12,-0.966605,-0.241361,0.977437,2.035333,"1","phoneme","V1",0.6
-0.12,-0.368756,2.279539,0.75219,-0.777805,"1","phoneme","V1",0.6
1.73,-0.19359,-1.032783,-0.602988,-0.017872,"1","phoneme","V1",0.6
-0.4,0.099763,0.230154,0.117051,-0.415375,"1","phoneme","V1",0.6
-0.62,1.571438,-1.273915,-1.077493,1.564004,"1","phoneme","V1",0.6
-0.65,1.65907,-1.406127,-0.052158,-0.404102,"1","phoneme","V1",0.6
0.01,0.433736,1.486925,-1.204895,-0.615144,"1","phoneme","V1",0.6
-0.02,1.022438,1.168554,-1.054469,0.804758,"1","phoneme","V1",0.6
0.23,1.161654,-0.02255,0.130975,-0.767182,"1","phoneme","V1",0.6
-0.78,0.377887,0.362962,0.124305,-0.136583,"1","phoneme","V1",0.6
-0.24,-0.3697,-1.020323,-0.383481,-0.136583,"1","phoneme","V1",0.6
2.83,-1.115465,-0.992596,-0.715078,-0.361898,"1","phoneme","V1",0.6
-0.8,-0.087017,1.093973,-1.253777,-0.136583,"1","phoneme","V1",0.6
1.07,1.110388,-1.220986,-0.184254,0.181269,"1","phoneme","V1",0.6
0.1,0.491041,-1.238128,-0.676529,0.047073,"1","phoneme","V1",0.6
1.7,-0.854821,1.419962,-1.058811,-0.416387,"1","phoneme","V1",0.6
-0.68,-0.010441,0.916585,0.370456,-0.926438,"1","phoneme","V1",0.6
-0.26,-0.001746,1.630944,-1.530166,-0.745348,"1","phoneme","V1",0.6
-0.73,0.528289,-0.175836,-0.18713,0.103339,"1","phoneme","V1",0.6
1.93,0.018487,-0.330215,0.035605,-0.543065,"1","phoneme","V1",0.6
-0.25,-0.878906,0.528755,1.302672,-1.886259,"1","phoneme","V1",0.6
-0.71,1.607722,-0.084026,1.504321,-0.974395,"1","phoneme","V1",0.6
-0.76,0.45928,1.619252,-1.268399,-0.136583,"1","phoneme","V1",0.6
0.94,0.720837,-1.164267,-0.209746,-0.69527,"1","phoneme","V1",0.6
0.44,0.353283,-1.150051,-0.661906,-0.257757,"1","phoneme","V1",0.6
-0.4,0.306541,-1.198533,-0.662837,-0.264733,"1","phoneme","V1",0.6
1.85,-0.844515,-0.580631,-0.22915,-0.241822,"1","phoneme","V1",0.6
-0.9,1.033096,1.161304,0.387054,-0.721865,"1","phoneme","V1",0.6
-0.55,-0.254303,1.680305,-1.208502,0.4493,"1","phoneme","V1",0.6
-0.53,-0.673351,0.620885,1.851075,-1.302552,"1","phoneme","V1",0.6
0.78,-2.667465,-1.416011,1.506832,-1.148799,"1","phoneme","V1",0.6
-0.89,0.003882,1.03252,0.446516,-0.136583,"1","phoneme","V1",0.6
0.46,1.350842,-1.340552,-0.067381,1.751848,"1","phoneme","V1",0.6
-1.29,-0.040616,0.300667,0.120059,-1.073395,"1","phoneme","V1",0.6
-0.05,-0.209981,2.13874,-1.412111,-0.136583,"1","phoneme","V1",0.6
0.52,1.078052,-1.192741,-0.131213,-0.347871,"1","phoneme","V1",0.6
0.4,0.592256,-0.286907,-0.717171,-0.136583,"1","phoneme","V1",0.6
-1.45,-1.214377,-0.697352,-0.169275,1.44693,"1","phoneme","V1",0.6
-0.53,-0.947292,1.06228,0.687542,1.841039,"1","phoneme","V1",0.6
0.85,0.088071,-1.059351,-0.618118,0.014264,"1","phoneme","V1",0.6
1.14,1.273315,-1.190755,-0.674093,0.097898,"1","phoneme","V1",0.6
0.67,-0.173873,-1.08864,-0.36775,-0.248973,"1","phoneme","V1",0.6
-0.33,0.725126,-0.083589,-0.116188,-0.136583,"1","phoneme","V1",0.6
-1.08,-0.057771,-1.122825,0.045122,0.818249,"1","phoneme","V1",0.6
0.25,1.206504,-1.143101,-0.68797,-0.338662,"1","phoneme","V1",0.6
0.06,-0.080848,1.94657,-1.404516,-0.709877,"1","phoneme","V1",0.6
-0.48,1.783844,0.008378,-0.785716,-0.364964,"1","phoneme","V1",0.6
-0.3,2.434928,-1.543546,-0.098371,-0.435938,"1","phoneme","V1",0.6
1.43,-0.046831,-1.079358,-0.349509,0.026431,"1","phoneme","V1",0.6
-0.06,0.409707,0.318626,0.047181,0.41964,"1","phoneme","V1",0.6
-0.87,0.541872,-0.177802,-0.123845,-0.344131,"1","phoneme","V1",0.6
1.11,-0.258333,-0.308991,0.351737,-0.420441,"1","phoneme","V1",0.6
-2.74,-2.448144,-2.599841,-2.376355,-0.136583,"1","phoneme","V1",0.6
-1.39,1.056502,-1.32619,-0.826368,-0.136583,"1","phoneme","V1",0.6
-0.76,-0.847144,0.081916,2.248071,-0.136583,"1","phoneme","V1",0.6
-0.5,-0.919975,-0.479842,0.133597,1.597844,"1","phoneme","V1",0.6
0.64,-0.090624,-1.026882,-0.624918,-0.230049,"1","phoneme","V1",0.6
-0.1,0.172014,-1.198113,-0.642651,-0.136583,"1","phoneme","V1",0.6
1.43,0.263042,-1.17117,-0.221492,-0.31207,"1","phoneme","V1",0.6
0.02,0.74798,-1.354056,-0.244297,-0.33746,"1","phoneme","V1",0.6
0.01,-0.976814,0.202116,2.201733,-1.518689,"1","phoneme","V1",0.6
0.09,0.466389,0.198731,-0.034358,0.961283,"1","phoneme","V1",0.6
-0.29,-1.038673,-0.301371,1.686147,-0.136583,"1","phoneme","V1",0.6
0.06,0.511744,-0.150104,-0.7454,-0.340293,"1","phoneme","V1",0.6
1.16,1.480234,-1.290687,-0.727043,0.079998,"1","phoneme","V1",0.6
1.74,-0.198161,-1.113474,-0.244192,0.180253,"1","phoneme","V1",0.6
-1.01,-0.295111,1.716256,-1.476138,-0.136583,"1","phoneme","V1",0.6
0.35,1.101963,0.454401,0.008204,-0.475076,"1","phoneme","V1",0.6
-0.06,1.174285,-1.304226,-0.130323,-0.537399,"1","phoneme","V1",0.6
2.35,-1.793533,-0.649259,-0.350061,-0.334437,"1","phoneme","V1",0.6
-0.19,2.153467,-1.407681,0.02319,0.449623,"1","phoneme","V1",0.6
-1.14,1.90581,-1.345891,-0.223658,0.135551,"1","phoneme","V1",0.6
-0.4,2.026554,-1.473513,-0.816527,-0.438215,"1","phoneme","V1",0.6
-0.67,0.650501,0.458302,0.05318,-0.464681,"1","phoneme","V1",0.6
0.74,1.759851,-1.201327,-0.704939,-0.345666,"1","phoneme","V1",0.6
-0.54,0.289574,0.156261,0.047661,0.26484,"1","phoneme","V1",0.6
1.22,-0.49689,-0.466162,-0.61118,-0.217594,"1","phoneme","V1",0.6
0.77,0.95994,-0.069116,1.32291,-0.681705,"1","phoneme","V1",0.6
0.4,0.348242,-0.411237,-0.16003,0.121982,"1","phoneme","V1",0.6
-1.39,-0.555869,-0.404706,0.380133,1.443616,"1","phoneme","V1",0.6
3.81,-0.929164,-0.95279,-0.580861,-0.207833,"1","phoneme","V1",0.6
0.7,1.3468,-1.224055,-0.701688,-0.311274,"1","phoneme","V1",0.6
1.01,1.172029,-1.207123,-0.254603,-0.525215,"1","phoneme","V1",0.6
0.2,2.072215,-1.525277,0.237302,0.36272,"1","phoneme","V1",0.6
3.29,0.274299,-1.130005,-0.07725,0.48627,"1","phoneme","V1",0.6
2.21,-0.776078,-0.484928,-0.380328,-0.227095,"1","phoneme","V1",0.6
0.09,-0.839847,-0.651403,-0.380284,-0.261706,"1","phoneme","V1",0.6
-0.81,0.806871,-1.127318,-0.673111,-0.294661,"1","phoneme","V1",0.6
1.44,0.406734,-0.116728,0.504497,1.499814,"1","phoneme","V1",0.6
-0.23,0.147797,0.6243,-1.003957,-0.490388,"1","phoneme","V1",0.6
-0.89,2.503279,-1.339101,-0.816039,0.510378,"1","phoneme","V1",0.6
-0.37,0.73865,-1.350442,-0.866699,0.372287,"1","phoneme","V1",0.6
-0.06,1.647167,-1.254909,-0.725994,-0.36359,"1","phoneme","V1",0.6
4.5,-1.814407,-0.656972,-0.603913,-0.29564,"1","phoneme","V1",0.6
2.26,-1.078165,-0.530411,-0.315302,-0.268213,"1","phoneme","V1",0.6
0.18,2.166122,-1.368264,-0.746582,-0.373928,"1","phoneme","V1",0.6
0.66,-0.982805,-0.982394,-0.600811,0.070384,"1","phoneme","V1",0.6
1.42,0.464815,-0.283532,1.250132,-0.812634,"1","phoneme","V1",0.6
1.06,-0.235209,-1.051621,-0.604195,-0.232782,"1","phoneme","V1",0.6
-0.95,-0.532401,1.135273,-1.449888,-0.711096,"1","phoneme","V1",0.6
-0.32,0.405747,1.354046,0.469904,1.106067,"1","phoneme","V1",0.6
2.52,-0.628932,0.592596,-0.826242,-0.317424,"1","phoneme","V1",0.6
-0.5,-0.790597,0.090785,2.632551,-1.520337,"1","phoneme","V1",0.6
0.54,0.08101,-1.721862,-0.894565,0.201176,"1","phoneme","V1",0.6
0.04,2.328907,-1.453283,0.19084,0.432068,"1","phoneme","V1",0.6
0.6,-0.612518,-0.563246,-0.239879,-0.289001,"1","phoneme","V1",0.6
-0.33,-0.953868,0.5551,1.502174,-1.234026,"1","phoneme","V1",0.6
1.42,-1.109559,0.433092,-0.882608,0.330294,"1","phoneme","V1",0.6
0.27,1.451728,0.478573,0.549176,-0.136583,"1","phoneme","V1",0.6
-0.22,-0.952335,0.543635,1.742065,-1.23233,"1","phoneme","V1",0.6
-0.54,-0.427987,1.679884,-1.455553,-1.107934,"1","phoneme","V1",0.6
-1.06,-0.852255,-0.164535,1.952916,1.578719,"1","phoneme","V1",0.6
-0.87,-0.225914,1.054834,-1.208488,-0.136583,"1","phoneme","V1",0.6
2.82,-1.810562,0.644993,0.13132,-0.511672,"1","phoneme","V1",0.6
-0.32,0.997693,1.365987,-1.183189,-0.592148,"1","phoneme","V1",0.6
-1.9,-2.415534,-1.142984,-0.628364,-0.257012,"1","phoneme","V1",0.6
0.77,-0.459862,0.578159,0.806634,0.835248,"1","phoneme","V1",0.6
-1.43,0.612513,0.964844,0.374419,0.491237,"1","phoneme","V1",0.6
-0.43,-0.278144,1.262284,-1.285053,-0.59063,"1","phoneme","V1",0.6
-0.41,0.533365,-1.343326,-0.778144,-0.407497,"1","phoneme","V1",0.6
-1.04,-1.856598,-1.617432,1.060572,-1.324325,"1","phoneme","V1",0.6
-0.53,1.149234,0.324612,-1.275771,2.177476,"1","phoneme","V1",0.6
0.42,1.05313,-1.34475,-0.101794,-0.325169,"1","phoneme","V1",0.6
-0.12,-0.483668,1.606123,-1.383535,-1.113356,"1","phoneme","V1",0.6
0.21,2.651177,-1.534973,-0.082018,-0.421143,"1","phoneme","V1",0.6
-1.4,0.351649,-1.179423,-0.671953,-0.285628,"1","phoneme","V1",0.6
2.89,-1.813596,-0.629035,-0.357141,-0.2395,"1","phoneme","V1",0.6
-0.34,0.382881,0.121962,-0.995911,2.851687,"1","phoneme","V1",0.6
0.62,1.778721,-1.202588,-0.711427,0.115107,"1","phoneme","V1",0.6
0.83,-1.000648,-0.576675,-0.60284,-0.222129,"1","phoneme","V1",0.6
-1.04,-1.08249,-0.323515,-1.175908,-1.918989,"1","phoneme","V1",0.6
-1.24,0.305554,-0.131776,-0.162117,0.156598,"1","phoneme","V1",0.6
1.49,0.273088,0.140907,0.283032,-0.45736,"1","phoneme","V1",0.6
-0.73,-0.721426,0.004264,0.982295,-0.136583,"1","phoneme","V1",0.6
1.74,0.184222,-0.537138,-0.321027,-0.273089,"1","phoneme","V1",0.6
-0.49,-0.918325,1.141108,0.994624,1.594951,"1","phoneme","V1",0.6
-1.2,-1.163425,-0.462507,0.668841,2.591967,"1","phoneme","V1",0.6
1.44,0.515281,-0.302536,-0.144411,-0.449584,"1","phoneme","V1",0.6
-0.52,1.960636,-1.368781,-0.039705,0.895041,"1","phoneme","V1",0.6
0.69,-0.181805,1.593794,-1.208788,-0.498632,"1","phoneme","V1",0.6
0.55,0.136987,-1.228613,-0.704819,-0.267013,"1","phoneme","V1",0.6
-1.08,-0.946335,0.311635,2.122225,-1.369983,"1","phoneme","V1",0.6
1.39,0.743668,-0.194372,0.396861,1.150834,"1","phoneme","V1",0.6
-0.55,-0.720764,0.035078,1.657962,1.560778,"1","phoneme","V1",0.6
-1.1,0.052727,1.74809,-1.497614,-0.858415,"1","phoneme","V1",0.6
-0.44,-0.783497,-0.037786,1.050566,-0.136583,"1","phoneme","V1",0.6
0.94,0.028722,-0.485679,-0.635624,-0.001082,"1","phoneme","V1",0.6
2.98,-0.794867,-0.968695,-0.276735,0.047608,"1","phoneme","V1",0.6
1.12,1.308283,-1.343089,-0.762464,-0.326504,"1","phoneme","V1",0.6
-0.21,0.167161,-1.128816,-0.649825,0.072581,"1","phoneme","V1",0.6
-0.75,2.158214,-1.478803,0.02224,-0.537911,"1","phoneme","V1",0.6
-0.05,2.366978,-1.479266,-0.885482,-0.754818,"1","phoneme","V1",0.6
-0.3,-0.434034,1.557606,0.887271,0.613529,"1","phoneme","V1",0.6
0.25,-0.035434,-1.068478,-0.612112,-0.234148,"1","phoneme","V1",0.6
-0.43,0.501863,-0.124454,-0.821821,-0.431813,"1","phoneme","V1",0.6
0.16,0.1313,-1.148678,-0.66567,-0.004908,"1","phoneme","V1",0.6
3.38,0.206501,-1.02248,-0.607956,-0.240676,"1","phoneme","V1",0.6
3.79,-1.897623,-0.984611,-0.3866,-0.24955,"1","phoneme","V1",0.6
0.71,0.38314,-0.129982,-0.807483,-0.359062,"1","phoneme","V1",0.6
-0.76,2.312786,-1.266202,-0.004201,1.277715,"1","phoneme","V1",0.6
1.15,0.544128,0.804681,-0.924648,-0.414033,"1","phoneme","V1",0.6
0.89,1.086053,-1.211913,-0.645002,-0.263003,"1","phoneme","V1",0.6
-1.6,-0.731994,-0.036799,1.711934,-1.395582,"1","phoneme","V1",0.6
-1.11,-0.011898,2.232567,-1.360931,-0.136583,"1","phoneme","V1",0.6
-0.3,-1.045055,-0.041822,1.466532,-0.136583,"1","phoneme","V1",0.6
-0.5,2.095045,-1.353053,-0.821925,-0.494426,"1","phoneme","V1",0.6
-0.68,-0.010065,1.265536,-1.165376,-1.000094,"1","phoneme","V1",0.6
0.16,0.272395,-1.069267,-0.61819,0.029239,"1","phoneme","V1",0.6
-1.3,-1.05306,-0.220021,-1.710556,2.605674,"1","phoneme","V1",0.6
0.11,0.985708,-0.265493,-0.136571,-0.496391,"1","phoneme","V1",0.6
0.11,-0.09993,1.030273,0.279744,-0.492147,"1","phoneme","V1",0.6
0.86,-0.123783,1.694428,-1.4702,-0.136583,"1","phoneme","V1",0.6
0.99,-0.460337,0.577208,0.805893,0.835135,"1","phoneme","V1",0.6
-0.14,0.285884,1.378543,0.62513,-0.136583,"1","phoneme","V1",0.6
-0.38,1.565081,-1.237376,-0.762267,0.094332,"1","phoneme","V1",0.6
0.76,0.647246,-1.196025,-0.658079,-0.284402,"1","phoneme","V1",0.6
-0.47,0.084182,-1.140873,-0.644111,-0.136583,"1","phoneme","V1",0.6
2.46,-1.058064,0.44125,-0.779048,-0.313649,"1","phoneme","V1",0.6
0.63,-0.48184,1.102682,0.445023,0.532582,"1","phoneme","V1",0.6
2.4,-0.913323,-0.632608,-0.333514,-0.223285,"1","phoneme","V1",0.6
-0.81,0.027359,0.033599,-0.079464,-0.136583,"1","phoneme","V1",0.6
-0.43,2.117371,-1.319205,-0.762565,0.140084,"1","phoneme","V1",0.6
0.42,0.617507,0.868467,0.32324,-0.669206,"1","phoneme","V1",0.6
-0.74,1.975747,-1.583644,0.001433,-0.414258,"1","phoneme","V1",0.6
0.12,-0.485792,-0.616775,-0.397124,0.008572,"1","phoneme","V1",0.6
-1.47,0.008277,2.082107,0.851051,-0.78908,"1","phoneme","V1",0.6
-0.93,-0.868509,-0.303205,-1.17161,-0.136583,"1","phoneme","V1",0.6
-0.49,1.182016,0.346084,0.349631,-0.729853,"1","phoneme","V1",0.6
-1.17,0.391153,1.068936,0.362579,-0.848529,"1","phoneme","V1",0.6
-0.09,0.228121,1.67273,-1.302622,-0.136583,"1","phoneme","V1",0.6
-0.37,-0.897273,0.389782,0.638237,1.288427,"1","phoneme","V1",0.6
0.81,1.084385,-0.013487,-0.779584,0.126876,"1","phoneme","V1",0.6
-1.72,-0.48375,1.294615,-1.680818,-1.409014,"1","phoneme","V1",0.6
-0.66,-0.406786,1.956371,0.542549,-0.648453,"1","phoneme","V1",0.6
1.34,-0.871187,1.662919,-1.103231,-0.467884,"1","phoneme","V1",0.6
-0.1,0.99398,-1.255436,-0.753286,-0.31537,"1","phoneme","V1",0.6
1.52,-0.881636,-0.948059,-0.584017,-0.216814,"1","phoneme","V1",0.6
1.85,-0.820113,-0.2073,0.096117,0.455759,"1","phoneme","V1",0.6
-0.13,0.115872,0.22837,-0.916218,0.239201,"1","phoneme","V1",0.6
-0.07,-0.418953,1.666474,-1.31373,-0.730128,"1","phoneme","V1",0.6
-0.25,0.877008,1.662843,-1.444623,-0.136583,"1","phoneme","V1",0.6
-0.17,0.729556,0.447852,0.40243,1.122707,"1","phoneme","V1",0.6
1.22,1.13491,-1.208175,-0.755745,0.176936,"1","phoneme","V1",0.6
-0.5,-1.045127,-0.337194,2.041287,-1.732376,"1","phoneme","V1",0.6
-2.27,-0.964572,0.083582,2.537815,-1.610987,"1","phoneme","V1",0.6
-0.95,0.087108,2.29631,-1.440145,-0.136583,"1","phoneme","V1",0.6
1.77,-0.454978,-1.018512,-0.603236,-0.266576,"1","phoneme","V1",0.6
-0.85,-0.422873,0.728197,2.152494,-0.136583,"1","phoneme","V1",0.6
-0.78,0.910942,0.254224,1.007894,-0.794828,"1","phoneme","V1",0.6
3.28,-0.971744,-0.27387,0.377844,-0.562799,"1","phoneme","V1",0.6
2.36,-0.925832,-0.969942,-0.595281,0.070003,"1","phoneme","V1",0.6
-0.41,1.04823,-1.245933,-0.72175,-0.299858,"1","phoneme","V1",0.6
2.29,-0.791627,-0.96375,-0.392576,-0.222947,"1","phoneme","V1",0.6
1.71,0.080822,0.059933,0.06528,-0.581594,"1","phoneme","V1",0.6
-0.13,-0.311348,1.737662,-1.308129,-0.777828,"1","phoneme","V1",0.6
-0.54,-1.114039,-0.361956,1.324843,1.835115,"1","phoneme","V1",0.6
1.42,0.320053,-0.311883,1.508866,-0.873693,"1","phoneme","V1",0.6
1.3,-0.612687,-0.96357,-0.386466,-0.023774,"1","phoneme","V1",0.6
0.89,-0.586165,-0.977254,-0.36571,0.002116,"1","phoneme","V1",0.6
-1.02,-0.243622,2.263352,-1.408947,-0.136583,"1","phoneme","V1",0.6
0.35,1.22333,-1.446859,-0.08222,-0.46753,"1","phoneme","V1",0.6
-1.15,-0.405901,1.986065,-1.363245,-0.722854,"1","phoneme","V1",0.6
-1.13,0.599941,0.78791,-1.155017,-0.626951,"1","phoneme","V1",0.6
-0.66,-0.598161,0.034619,1.115749,-1.189058,"1","phoneme","V1",0.6
-0.29,-0.006341,1.688863,-1.469974,-0.136583,"1","phoneme","V1",0.6
0.5,0.162767,-0.444774,-0.269081,0.070634,"1","phoneme","V1",0.6
0.14,0.285802,-0.256888,0.017934,-0.46659,"1","phoneme","V1",0.6
3.09,-1.832716,-0.679191,-0.598986,-0.232794,"1","phoneme","V1",0.6
1.99,-0.703172,-0.923869,-0.415625,-0.206496,"1","phoneme","V1",0.6
