"Feature_0","Feature_1","Feature_2","Feature_3","Feature_4","Feature_5","Feature_6","Feature_7","Feature_8","Feature_9","class","dataset_name","altered_attribute","noise_level"
-2.026,2.26,-0.526,-0.131,0.266,-0.055,0.084,0.063,0.047,-0.691,"N","vowel","Feature_1",0.8
-2.531,2.02,0.739,0.236,-1.169,-0.069,-0.349,0.903,0.123,-0.119,"N","vowel","Feature_1",0.8
-2.375,1.08,0.308,0.255,-0.82,0.225,-0.092,0.874,0.367,-0.525,"N","vowel","Feature_1",0.8
-3.179,0.98,0.988,1.32,-0.852,-0.008,-1.234,0.347,1.02,0.771,"N","vowel","Feature_1",0.8
-3.57,0.65,0.97,1.957,-1.262,0.002,-1.275,0.585,0.754,0.993,"N","vowel","Feature_1",0.8
-3.169,1.09,0.509,0.693,-1.185,0.673,-0.352,0.877,0.434,1.009,"N","vowel","Feature_1",0.8
-4.066,2.01,-0.049,0.458,-0.357,1.331,-0.129,0.848,0.509,0.317,"N","vowel","Feature_1",0.8
-2.483,0.51,0.185,0.284,-0.917,0.73,-0.111,0.613,0.373,0.184,"N","vowel","Feature_1",0.8
-1.823,-0.7,-1.624,0.52,0.052,1.711,0.535,1.318,-0.115,-0.505,"P","vowel","Feature_1",0.8
-1.45,-0.27,-1.127,-0.281,-0.372,1.287,0.369,0.855,0.303,-0.385,"N","vowel","Feature_1",0.8
-1.79,0.88,-1.041,0.214,0.215,0.694,0.121,0.583,-0.403,-0.487,"N","vowel","Feature_1",0.8
-2.089,0.69,-0.528,-0.232,0.385,-0.137,0.033,0.071,0.033,-0.744,"N","vowel","Feature_1",0.8
-2.475,2.17,0.864,0.397,-1.17,-0.234,-0.388,0.825,0.16,0.057,"N","vowel","Feature_1",0.8
-2.314,1.46,0.294,0.245,-0.769,0.05,-0.068,0.819,0.618,-0.572,"N","vowel","Feature_1",0.8
-3.062,-1.17,0.935,1.443,-0.579,0.068,-1.333,0.106,0.958,0.979,"N","vowel","Feature_1",0.8
-3.576,0.82,0.912,1.878,-1.166,0.039,-1.537,0.658,0.843,1.087,"N","vowel","Feature_1",0.8
-3.155,-0.02,0.455,0.624,-1.306,0.842,-0.123,0.909,0.328,0.876,"N","vowel","Feature_1",0.8
-4.316,1.47,0.088,0.593,-0.314,1.316,-0.255,0.761,0.492,0.133,"N","vowel","Feature_1",0.8
-2.608,2.26,0.203,0.305,-0.851,0.78,-0.143,0.607,0.344,0.106,"N","vowel","Feature_1",0.8
-1.953,-0.65,-1.543,0.619,0.056,1.742,0.592,1.289,-0.163,-0.523,"P","vowel","Feature_1",0.8
-1.495,-0.33,-1.134,-0.249,-0.37,1.286,0.348,0.854,0.313,-0.376,"N","vowel","Feature_1",0.8
-1.921,2.13,-0.95,0.299,0.222,0.786,0.128,0.588,-0.462,-0.491,"N","vowel","Feature_1",0.8
-2.052,1.36,-0.488,0.041,-0.131,0.273,-0.112,-0.064,0.307,-0.8,"N","vowel","Feature_1",0.8
-2.507,2.64,0.852,0.331,-1.231,-0.259,-0.265,0.856,0.07,0.069,"N","vowel","Feature_1",0.8
-2.291,0.65,0.352,0.354,-0.714,0.08,-0.181,0.787,0.709,-0.409,"N","vowel","Feature_1",0.8
-2.933,0.31,0.829,1.508,-0.517,0.069,-1.163,0.021,0.866,1.066,"N","vowel","Feature_1",0.8
-3.53,1.12,0.903,1.887,-1.279,0.008,-1.441,0.657,0.873,1.042,"N","vowel","Feature_1",0.8
-3.145,2.22,0.416,0.699,-1.378,0.892,0.02,0.89,0.221,0.834,"N","vowel","Feature_1",0.8
-4.394,2.1,0.157,0.608,-0.409,1.352,-0.243,0.758,0.447,0.096,"N","vowel","Feature_1",0.8
-2.704,1.2,0.267,0.314,-0.756,0.818,-0.114,0.673,0.261,0.056,"N","vowel","Feature_1",0.8
-2.058,1.02,-1.497,0.696,0.072,1.802,0.626,1.303,-0.192,-0.538,"P","vowel","Feature_1",0.8
-1.537,-0.88,-1.125,-0.213,-0.378,1.265,0.33,0.87,0.293,-0.393,"N","vowel","Feature_1",0.8
-1.933,0.23,-1.015,0.27,0.199,0.78,0.192,0.706,-0.446,-0.595,"N","vowel","Feature_1",0.8
-2.076,1.89,-0.584,0.19,-0.35,0.518,-0.406,0.313,0.027,-0.724,"N","vowel","Feature_1",0.8
-2.554,1.44,0.812,0.367,-1.208,-0.352,-0.252,0.894,0.05,0.084,"N","vowel","Feature_1",0.8
-2.343,1,0.373,0.492,-0.667,0.279,-0.24,0.827,0.589,-0.267,"N","vowel","Feature_1",0.8
-2.834,0.06,0.733,1.434,-0.716,-0.028,-0.841,0.239,0.92,0.885,"N","vowel","Feature_1",0.8
-3.482,0.9,0.899,1.993,-1.385,-0.05,-1.273,0.647,0.844,1.044,"N","vowel","Feature_1",0.8
-3.246,1.01,0.39,0.82,-1.352,1.074,0.197,0.857,-0.056,0.485,"N","vowel","Feature_1",0.8
-4.521,3.33,0.162,0.58,-0.351,1.339,-0.259,0.81,0.431,-0.102,"N","vowel","Feature_1",0.8
-2.804,1.24,0.254,0.331,-0.654,0.854,-0.085,0.678,0.259,-0.031,"N","vowel","Feature_1",0.8
-3.034,-1.18,0.263,1.521,0.66,1.622,-0.361,-0.468,-0.74,0.517,"P","vowel","Feature_1",0.8
-3.118,1.46,0.377,1.447,0.868,0.407,-0.915,-0.546,-0.637,0.169,"N","vowel","Feature_1",0.8
-2.611,1.81,0.231,1.343,0.323,-0.378,-0.618,-0.219,-0.285,0.347,"N","vowel","Feature_1",0.8
-1.566,0.51,-0.181,-0.155,-0.164,-0.277,0.144,-0.047,-0.694,0.282,"N","vowel","Feature_1",0.8
-2.758,1.24,-0.31,-0.543,-0.687,0.091,0.881,0.172,-0.454,-0.093,"N","vowel","Feature_1",0.8
-2.497,2.67,-0.621,-0.446,-0.226,-0.152,1.16,0.122,-0.809,0.495,"N","vowel","Feature_1",0.8
-3.533,2.39,1.085,0.247,-1.053,-0.429,-0.026,1.305,-0.243,-0.671,"N","vowel","Feature_1",0.8
-3.893,4.11,0.079,-0.151,-1.093,-0.518,0.198,1.583,-0.257,-0.169,"N","vowel","Feature_1",0.8
-4.079,2.51,-0.048,-0.315,0.234,0.861,0.335,0.435,-0.546,-0.928,"N","vowel","Feature_1",0.8
-4.16,3.61,0.557,0.604,0.584,0.477,-0.272,0.784,-0.999,-0.781,"N","vowel","Feature_1",0.8
-2.91,0.89,-0.138,-0.382,0.115,0.29,0.418,0.757,-0.898,-0.189,"N","vowel","Feature_1",0.8
-3.162,-0.75,0.3,1.44,0.688,1.645,-0.447,-0.518,-0.52,0.641,"P","vowel","Feature_1",0.8
-3.224,0.35,0.822,1.324,0.753,0.352,-0.976,-0.562,-0.489,0.172,"N","vowel","Feature_1",0.8
-2.681,1.07,0.252,1.239,0.469,-0.339,-0.652,-0.417,-0.246,0.412,"N","vowel","Feature_1",0.8
-1.577,0.78,-0.291,0.007,-0.256,-0.233,0.187,-0.052,-0.627,0.238,"N","vowel","Feature_1",0.8
-2.861,2.14,-0.411,-0.438,-0.643,0.317,0.817,0.104,-0.481,-0.252,"N","vowel","Feature_1",0.8
-2.445,2.02,-0.677,-0.46,-0.14,-0.002,1.014,0.061,-0.599,0.175,"N","vowel","Feature_1",0.8
-3.406,2.81,1.025,0.108,-1.1,-0.316,0.099,1.541,-0.304,-0.671,"N","vowel","Feature_1",0.8
-3.958,2.77,0.15,-0.265,-1.201,-0.249,0.202,1.163,-0.049,-0.039,"N","vowel","Feature_1",0.8
-4.071,2.54,-0.232,-0.262,0.356,0.694,0.381,0.5,-0.721,-0.859,"N","vowel","Feature_1",0.8
-4.188,3.85,0.502,0.552,0.735,0.395,-0.026,0.803,-0.874,-0.913,"N","vowel","Feature_1",0.8
-2.923,-0.8,-0.231,-0.307,0.075,0.265,0.403,0.691,-1.012,-0.157,"N","vowel","Feature_1",0.8
-3.39,-0.13,0.476,1.547,0.658,1.504,-0.65,-0.604,-0.295,0.616,"P","vowel","Feature_1",0.8
-3.128,-0.99,0.955,1.264,0.753,0.437,-0.841,-0.517,-0.473,0,"N","vowel","Feature_1",0.8
-2.689,0.35,0.157,1.501,0.349,-0.412,-0.49,-0.512,-0.277,0.422,"N","vowel","Feature_1",0.8
-1.693,0.32,-0.038,-0.051,-0.174,-0.372,0.117,0.053,-0.611,0.3,"N","vowel","Feature_1",0.8
-2.927,0.66,-0.532,-0.486,-0.519,0.585,0.813,-0.133,-0.475,-0.349,"N","vowel","Feature_1",0.8
-2.555,1.02,-0.8,-0.233,-0.078,0.244,0.771,-0.112,-0.707,0.165,"N","vowel","Feature_1",0.8
-3.439,3.3,1.067,0.029,-1.12,-0.212,0.062,1.44,-0.353,-0.42,"N","vowel","Feature_1",0.8
-4.067,4.05,-0.065,-0.378,-1.163,0.065,0.508,1.003,0.03,-0.187,"N","vowel","Feature_1",0.8
-4.068,2.09,-0.068,-0.152,0.126,0.548,0.453,0.577,-0.543,-0.896,"N","vowel","Feature_1",0.8
-4.314,1.88,0.58,0.279,0.702,0.532,-0.068,0.814,-0.917,-1.109,"N","vowel","Feature_1",0.8
-3.02,0.25,-0.238,-0.286,0.088,0.235,0.372,0.563,-1.027,-0.151,"N","vowel","Feature_1",0.8
-3.485,-0.48,0.582,1.501,0.578,1.48,-0.663,-0.602,-0.318,0.575,"P","vowel","Feature_1",0.8
-3.049,-1.23,0.981,1.193,0.761,0.495,-0.714,-0.466,-0.568,-0.149,"N","vowel","Feature_1",0.8
-2.837,0.95,0.241,1.629,0.23,-0.545,-0.643,-0.231,-0.186,0.45,"N","vowel","Feature_1",0.8
-1.611,-0.17,-0.056,-0.048,-0.044,-0.423,0.289,-0.092,-0.633,0.221,"N","vowel","Feature_1",0.8
-2.939,2.35,-0.451,-0.209,-0.88,0.697,0.823,-0.035,-0.744,-0.193,"N","vowel","Feature_1",0.8
-2.842,1.93,-0.713,0.003,0.126,0.411,0.538,-0.077,-0.995,0.092,"N","vowel","Feature_1",0.8
-3.587,3.06,0.885,-0.188,-1.164,-0.215,0.051,1.344,-0.641,-0.253,"N","vowel","Feature_1",0.8
-4.222,4.09,0.016,-0.144,-1.132,-0.053,0.519,1.024,0.075,-0.226,"N","vowel","Feature_1",0.8
-4.087,0.38,0.123,-0.151,0.118,0.474,0.365,0.495,-0.473,-0.886,"N","vowel","Feature_1",0.8
-4.442,1.75,0.596,0.191,0.636,0.679,-0.14,0.774,-0.828,-1.122,"N","vowel","Feature_1",0.8
-2.976,-0.45,-0.222,-0.099,0.081,0.052,0.479,0.517,-1.105,-0.125,"N","vowel","Feature_1",0.8
-3.689,0.02,0.692,1.307,0.605,1.514,-0.752,-0.697,-0.355,0.702,"P","vowel","Feature_1",0.8
-3.278,-0.09,1.047,1.152,0.725,0.168,-0.839,-0.381,-0.687,0.013,"N","vowel","Feature_1",0.8
-3.249,0.07,0.589,1.408,0.023,-0.821,-0.581,0.031,0.068,0.325,"N","vowel","Feature_1",0.8
-1.596,1.43,-0.199,0.199,-0.115,-0.474,0.428,-0.113,-0.61,0.131,"N","vowel","Feature_1",0.8
-2.986,2.32,-0.311,-0.083,-0.878,0.449,0.916,0.082,-0.905,-0.109,"N","vowel","Feature_1",0.8
-3.003,0.79,-0.45,0.328,0.097,0.574,0.427,-0.017,-1.146,-0.06,"N","vowel","Feature_1",0.8
-3.682,3.62,0.041,-0.508,-0.905,0.028,0.492,0.654,-0.722,-0.318,"N","vowel","Feature_1",0.8
-4.21,4.94,0.164,-0.047,-1.251,-0.102,0.276,0.919,0.091,-0.159,"N","vowel","Feature_1",0.8
-4.129,1.95,0.308,-0.125,0.117,0.393,0.199,0.308,-0.478,-0.909,"N","vowel","Feature_1",0.8
-4.497,3.58,0.609,0.115,0.673,0.709,-0.03,0.861,-0.704,-1.038,"N","vowel","Feature_1",0.8
-2.846,1.83,-0.219,-0.083,0.091,0.076,0.442,0.509,-1.181,-0.021,"N","vowel","Feature_1",0.8
-3.693,-0.14,0.727,1.236,0.612,1.502,-0.804,-0.763,-0.346,0.788,"P","vowel","Feature_1",0.8
-3.543,0.34,0.674,1.413,0.653,-0.445,-0.803,-0.256,-0.65,0.423,"N","vowel","Feature_1",0.8
-3.293,0.85,0.522,1.48,0.249,-0.661,-0.643,-0.094,-0.132,0.198,"N","vowel","Feature_1",0.8
-1.708,1.47,-0.14,0.151,-0.092,-0.481,0.22,0.034,-0.692,0.19,"N","vowel","Feature_1",0.8
-2.942,2.56,-0.353,-0.364,-0.61,0.401,0.864,0.191,-0.764,-0.235,"N","vowel","Feature_1",0.8
-3.253,0.96,-0.286,0.713,-0.036,0.539,0.476,-0.116,-0.945,-0.108,"N","vowel","Feature_1",0.8
-3.661,2.99,-0.117,-0.237,-0.755,0.092,0.686,0.381,-0.58,-0.687,"N","vowel","Feature_1",0.8
-4.216,2.82,0.192,-0.023,-1.231,-0.32,0.128,1.03,0.061,-0.179,"N","vowel","Feature_1",0.8
-4.077,1.13,0.039,0.082,0.218,0.393,0.324,0.399,-0.658,-0.964,"N","vowel","Feature_1",0.8
-4.544,3.03,1.028,-0.016,0.447,0.884,-0.094,0.885,-0.459,-1.099,"N","vowel","Feature_1",0.8
-2.711,0.9,-0.023,0.053,0.101,-0.148,0.382,0.476,-1.05,-0.256,"N","vowel","Feature_1",0.8
-3.322,-0.21,-0.5,0.963,0.921,0.981,1.059,-1.079,-1.004,0.112,"P","vowel","Feature_1",0.8
-3.844,1.91,-0.19,1.685,0.617,1.245,-0.811,-0.506,-1.128,0.076,"N","vowel","Feature_1",0.8
-2.665,0.38,-1.009,1.307,0.287,0.855,-0.466,-0.19,-0.721,0.407,"N","vowel","Feature_1",0.8
-2.493,0.14,-0.929,0.465,-0.369,0.002,0.187,-0.696,-0.31,0.348,"N","vowel","Feature_1",0.8
-2.905,3.49,-0.658,0.022,-1.121,0.25,0.467,0.484,-0.157,-0.676,"N","vowel","Feature_1",0.8
-2.685,2.65,-0.857,0.033,-0.638,0.484,0.143,0.159,-0.218,-0.343,"N","vowel","Feature_1",0.8
-3.389,4.03,-0.71,-0.026,-0.641,0.112,0.775,0.443,-0.11,-0.979,"N","vowel","Feature_1",0.8
-4.243,2.77,-0.415,0.898,-1.027,-0.281,0.576,0.48,0.564,-0.085,"N","vowel","Feature_1",0.8
-3.741,3.19,-1.593,0.782,-0.298,1.378,0.184,1.458,-0.134,-1.297,"N","vowel","Feature_1",0.8
-4.694,4.39,-1.153,0.702,0.452,0.298,0.454,0.001,-0.264,-1.399,"N","vowel","Feature_1",0.8
-3.012,3.07,-0.834,0.975,-0.299,0.926,0.174,0.836,-0.239,-1.144,"N","vowel","Feature_1",0.8
-3.268,1.33,-0.693,0.763,1.043,1.194,0.892,-1.293,-1.033,0.199,"P","vowel","Feature_1",0.8
-3.618,-0.29,-0.4,1.771,0.666,1.535,-0.389,-0.342,-1.279,-0.109,"N","vowel","Feature_1",0.8
-2.693,-0.54,-0.87,1.341,0.317,0.925,-0.328,-0.169,-0.936,0.399,"N","vowel","Feature_1",0.8
-2.515,-0.53,-0.84,0.511,-0.492,0.098,0.047,-0.68,-0.283,0.168,"N","vowel","Feature_1",0.8
-2.882,0.7,-0.589,0.173,-1.165,0.014,0.571,0.502,-0.093,-0.616,"N","vowel","Feature_1",0.8
-2.591,1.4,-0.659,-0.016,-0.673,0.588,0.084,0.182,-0.094,-0.372,"N","vowel","Feature_1",0.8
-3.354,4.4,-0.887,0.01,-0.551,0.293,0.901,0.32,-0.302,-1.023,"N","vowel","Feature_1",0.8
-4.228,4.5,-0.38,1.16,-1.188,-0.362,0.516,0.507,0.669,-0.074,"N","vowel","Feature_1",0.8
-3.901,2.3,-0.95,0.702,-0.47,1.146,-0.109,1.597,0.146,-1.197,"N","vowel","Feature_1",0.8
-4.708,2.71,-1.121,0.701,0.437,0.176,0.552,0.004,-0.168,-1.484,"N","vowel","Feature_1",0.8
-3,2.1,-0.866,1.015,-0.4,0.861,0.174,0.938,-0.216,-1.01,"N","vowel","Feature_1",0.8
-3.347,0.11,-0.414,0.922,0.973,0.978,0.929,-1.211,-1.268,0.278,"P","vowel","Feature_1",0.8
-3.518,-0.67,-0.365,1.788,0.584,1.678,-0.109,-0.016,-1.501,0.002,"N","vowel","Feature_1",0.8
-2.875,-0.91,-0.728,1.439,0.355,0.846,-0.378,-0.233,-1.072,0.505,"N","vowel","Feature_1",0.8
-2.612,0.77,-0.87,0.47,-0.448,0.172,-0.06,-0.656,-0.334,0.087,"N","vowel","Feature_1",0.8
-2.859,1.38,-0.676,0.098,-1.086,0.041,0.732,0.305,-0.141,-0.636,"N","vowel","Feature_1",0.8
-2.497,0.83,-0.607,0.02,-0.71,0.612,0.093,0.272,-0.06,-0.507,"N","vowel","Feature_1",0.8
-3.236,2.47,-0.806,-0.2,-0.386,0.358,0.889,0.516,-0.297,-1.075,"N","vowel","Feature_1",0.8
-4.188,2.42,-0.456,1.077,-1.385,-0.104,0.459,0.558,0.701,-0.32,"N","vowel","Feature_1",0.8
-3.775,0.51,-1.017,0.687,-0.464,1.189,-0.157,1.673,-0.024,-1.144,"N","vowel","Feature_1",0.8
-4.744,3.43,-0.886,0.571,0.235,0.183,0.357,0.04,0.203,-1.68,"N","vowel","Feature_1",0.8
-3.046,-0.28,-0.823,0.935,-0.44,0.849,0.085,0.865,-0.178,-0.954,"N","vowel","Feature_1",0.8
-3.594,0.89,-0.028,1.018,1.069,0.723,0.695,-0.982,-1.433,0.249,"P","vowel","Feature_1",0.8
-3.426,-0.47,-0.469,1.776,0.566,1.686,0.07,0.081,-1.483,-0.141,"N","vowel","Feature_1",0.8
-3.086,1.67,-0.627,1.508,0.338,0.747,-0.479,-0.323,-1.087,0.645,"N","vowel","Feature_1",0.8
-2.75,1.34,-0.848,0.364,-0.275,0.02,-0.003,-0.782,-0.291,0.167,"N","vowel","Feature_1",0.8
-2.846,1.35,-0.78,-0.153,-0.905,0.24,0.746,0.14,-0.114,-0.746,"N","vowel","Feature_1",0.8
-2.511,0.3,-0.555,0.226,-0.735,0.631,-0.006,0.52,-0.138,-0.651,"N","vowel","Feature_1",0.8
-3.124,2.97,-0.857,-0.334,-0.312,0.587,0.849,0.475,-0.174,-0.899,"N","vowel","Feature_1",0.8
-4.175,4.48,-0.446,0.988,-1.48,0.133,0.507,0.605,0.691,-0.462,"N","vowel","Feature_1",0.8
-3.777,3.66,-0.983,0.846,-0.373,0.96,-0.04,1.331,0.247,-1.09,"N","vowel","Feature_1",0.8
-4.788,3.21,-0.71,0.3,0.366,-0.121,0.403,-0.016,0.124,-1.32,"N","vowel","Feature_1",0.8
-3.006,1.01,-0.875,0.945,-0.495,0.721,0.212,0.75,-0.037,-1.054,"N","vowel","Feature_1",0.8
-3.781,0.31,0.102,1.115,1.036,0.651,0.615,-1.082,-1.272,0.05,"P","vowel","Feature_1",0.8
-3.394,0.83,-0.573,1.704,0.608,1.644,0.109,0.2,-1.507,-0.225,"N","vowel","Feature_1",0.8
-3.091,0.43,-0.574,1.36,0.416,0.764,-0.48,-0.144,-1.295,0.696,"N","vowel","Feature_1",0.8
-2.85,2.32,-0.792,0.482,-0.365,0.046,-0.029,-0.761,-0.251,0.113,"N","vowel","Feature_1",0.8
-2.884,2.09,-0.764,-0.108,-1.015,0.361,0.712,0.133,-0.017,-0.847,"N","vowel","Feature_1",0.8
-2.656,1.62,-0.527,0.464,-0.612,0.668,-0.16,0.857,-0.416,-0.596,"N","vowel","Feature_1",0.8
-3.246,0.55,-0.867,-0.205,-0.316,0.808,0.824,0.062,-0.118,-0.749,"N","vowel","Feature_1",0.8
-4.172,3.29,-0.375,1.028,-1.41,0.008,0.513,0.635,0.802,-0.28,"N","vowel","Feature_1",0.8
-3.862,1.78,-0.717,1.133,-0.23,0.922,-0.223,1.264,0.194,-0.935,"N","vowel","Feature_1",0.8
-4.836,4.56,-0.684,0.182,0.349,-0.176,0.317,0.059,-0.024,-1.13,"N","vowel","Feature_1",0.8
-2.973,2.66,-0.849,0.984,-0.508,0.59,0.248,0.728,0.073,-1.107,"N","vowel","Feature_1",0.8
-3.858,-1.8,0.05,1.17,0.975,0.703,0.585,-1.191,-1.172,-0.076,"P","vowel","Feature_1",0.8
-3.404,1.59,-0.591,1.627,0.66,1.456,0.068,0.381,-1.494,-0.453,"N","vowel","Feature_1",0.8
-2.952,0.27,-0.74,1.311,0.424,0.853,-0.319,-0.082,-1.456,0.616,"N","vowel","Feature_1",0.8
-3.005,2.54,-0.716,0.535,-0.392,0.054,-0.054,-0.686,-0.29,0.153,"N","vowel","Feature_1",0.8
-2.898,4.61,-0.81,-0.043,-1.164,0.448,0.69,0.218,-0.078,-0.876,"N","vowel","Feature_1",0.8
-2.906,2.52,-0.491,0.575,-0.386,0.771,-0.134,0.977,-0.54,-0.604,"N","vowel","Feature_1",0.8
-3.462,3.49,-0.447,0,-0.416,0.767,0.569,-0.072,-0.08,-0.798,"N","vowel","Feature_1",0.8
-4.076,4.42,-0.688,0.677,-1.472,0.461,0.682,0.724,0.717,-0.409,"N","vowel","Feature_1",0.8
-3.846,1.2,-0.607,1.434,-0.072,1.13,-0.535,1.159,-0.123,-0.385,"N","vowel","Feature_1",0.8
-4.885,2.05,-0.948,0.373,0.255,-0.121,0.43,-0.013,0.018,-1.518,"N","vowel","Feature_1",0.8
-2.98,1.5,-0.842,0.955,-0.491,0.572,0.267,0.692,0.084,-1.1,"N","vowel","Feature_1",0.8
-3.208,-2.3,-0.516,1.098,1.529,1.069,0.186,-0.947,-0.248,-0.059,"P","vowel","Feature_1",0.8
-2.569,0.31,-0.841,0.732,1.112,0.961,-0.075,0.148,-0.893,0.314,"N","vowel","Feature_1",0.8
-2.21,0.01,-0.581,1.139,0.238,0.074,-0.625,-0.366,-0.326,0.557,"N","vowel","Feature_1",0.8
-1.885,4.13,-0.673,0.147,-0.148,-0.4,0.252,-0.098,-0.874,0.245,"N","vowel","Feature_1",0.8
-2.488,1.55,-0.239,-0.33,-1.355,0.284,0.101,0.934,-0.966,-0.31,"N","vowel","Feature_1",0.8
-2.335,3.47,-0.295,-0.42,-0.645,0.351,0.12,0.447,-1.126,0.11,"N","vowel","Feature_1",0.8
-2.715,0.74,0.701,0.239,-1.426,-0.218,-0.317,1.516,-0.162,-0.703,"N","vowel","Feature_1",0.8
-4.21,3.31,-0.106,-1.247,-0.683,0.539,0.579,0.832,-0.035,-0.764,"N","vowel","Feature_1",0.8
-3.984,2.2,-0.103,-0.707,0.297,0.317,0.857,1.403,-1.253,-0.298,"N","vowel","Feature_1",0.8
-4.964,3.2,0.474,0.047,0.417,-0.328,0.334,0.474,-1.26,-0.221,"N","vowel","Feature_1",0.8
-2.528,0.52,-0.144,-0.171,-0.077,0.26,-0.045,0.681,-1.399,-0.066,"N","vowel","Feature_1",0.8
-3.431,-0.33,-0.362,1.173,1.59,0.956,0.162,-0.853,-0.364,0.084,"P","vowel","Feature_1",0.8
-2.659,1.85,-0.687,0.697,1.081,1.045,-0.149,0.184,-0.927,0.327,"N","vowel","Feature_1",0.8
-2.103,-1.05,-0.84,1.195,0.377,0.135,-0.504,-0.549,-0.404,0.602,"N","vowel","Feature_1",0.8
-1.926,1.56,-0.571,0.257,-0.159,-0.493,0.27,-0.153,-0.673,-0.005,"N","vowel","Feature_1",0.8
-2.512,3.99,-0.171,-0.385,-1.495,0.381,0.067,0.899,-0.902,-0.412,"N","vowel","Feature_1",0.8
-2.353,3.45,-0.433,-0.193,-0.715,0.359,0.26,0.273,-1.206,0.36,"N","vowel","Feature_1",0.8
-2.708,4,0.728,0.336,-1.437,-0.344,-0.411,1.469,-0.022,-0.717,"N","vowel","Feature_1",0.8
-4.341,3.83,-0.453,-1.047,-0.469,0.51,0.618,0.801,-0.399,-0.777,"N","vowel","Feature_1",0.8
-4.045,1.31,0.2,-0.745,0.215,0.387,0.625,1.477,-1.207,-0.27,"N","vowel","Feature_1",0.8
-5.02,2.22,0.562,-0.136,0.531,-0.064,0.373,0.631,-1.407,-0.267,"N","vowel","Feature_1",0.8
-2.665,1.28,-0.384,-0.111,-0.001,0.234,0.033,0.478,-1.558,0.219,"N","vowel","Feature_1",0.8
-3.586,0.81,-0.359,1.307,1.587,0.99,0.18,-0.831,-0.471,0.198,"P","vowel","Feature_1",0.8
-2.889,0.2,-0.494,0.719,1.104,1.003,-0.415,0.097,-0.855,0.356,"N","vowel","Feature_1",0.8
-2.282,0.35,-0.798,1.286,0.308,0.01,-0.411,-0.61,-0.266,0.584,"N","vowel","Feature_1",0.8
-1.985,3.82,-0.601,0.424,-0.295,-0.489,0.208,-0.216,-0.562,0.079,"N","vowel","Feature_1",0.8
-2.563,1.06,-0.283,-0.368,-1.593,0.408,0.121,0.933,-0.946,-0.356,"N","vowel","Feature_1",0.8
-2.415,1.99,-0.285,0.085,-0.902,0.283,0.302,0.247,-1.207,0.371,"N","vowel","Feature_1",0.8
-2.776,1.67,0.532,0.277,-1.47,-0.368,-0.278,1.479,-0.164,-0.797,"N","vowel","Feature_1",0.8
-4.384,5.85,-0.905,-0.965,-0.16,0.498,0.809,0.66,-0.613,-0.831,"N","vowel","Feature_1",0.8
-4.107,1.85,0.206,-0.811,0.334,0.633,0.402,1.097,-1.327,-0.04,"N","vowel","Feature_1",0.8
-5.069,3.42,0.826,-0.274,0.576,0.145,0.308,1.001,-1.412,-0.306,"N","vowel","Feature_1",0.8
-2.812,2.05,-0.661,0.109,-0.011,0.11,0.187,0.096,-1.538,0.592,"N","vowel","Feature_1",0.8
-3.76,-0.34,-0.24,1.273,1.751,1.125,0.23,-0.723,-0.501,0.315,"P","vowel","Feature_1",0.8
-3.152,-0.66,-0.325,0.868,1.084,0.753,-0.522,-0.005,-0.821,0.483,"N","vowel","Feature_1",0.8
-2.558,0.08,-0.66,1.366,0.038,-0.011,-0.443,-0.531,-0.062,0.418,"N","vowel","Feature_1",0.8
-2.01,2.2,-0.626,0.389,-0.24,-0.441,0.103,-0.27,-0.647,0.165,"N","vowel","Feature_1",0.8
-2.601,3.4,-0.322,-0.255,-1.67,0.229,0.202,1.01,-0.871,-0.461,"N","vowel","Feature_1",0.8
-2.521,1.44,-0.277,0.27,-0.909,0.274,0.348,-0.028,-1.177,0.432,"N","vowel","Feature_1",0.8
-2.922,2.05,0.214,0.122,-1.477,-0.173,0.045,1.38,-0.635,-0.757,"N","vowel","Feature_1",0.8
-4.417,4.95,-1.225,-0.853,0.041,0.536,0.885,0.533,-0.757,-0.789,"N","vowel","Feature_1",0.8
-4.07,2.36,-0.28,-0.722,0.696,0.683,0.243,0.689,-1.45,0.19,"N","vowel","Feature_1",0.8
-5.08,2.76,0.971,-0.374,0.501,0.226,0.144,0.851,-1.319,-0.3,"N","vowel","Feature_1",0.8
-2.93,1.81,-0.7,0.206,-0.088,0.153,0.142,-0.031,-1.437,0.615,"N","vowel","Feature_1",0.8
-4.247,-1.19,0.248,1.372,1.831,1.167,0.087,-0.518,-0.316,0.347,"P","vowel","Feature_1",0.8
-3.183,0.98,-0.413,0.923,1.091,0.582,-0.447,-0.085,-0.904,0.693,"N","vowel","Feature_1",0.8
-2.514,0.07,-0.777,1.299,0.027,0.247,-0.487,-0.653,-0.028,0.481,"N","vowel","Feature_1",0.8
-2.041,1.07,-0.585,0.549,-0.43,-0.291,-0.002,-0.234,-0.751,0.253,"N","vowel","Feature_1",0.8
-2.64,3.5,-0.345,-0.23,-1.649,0.064,0.275,0.952,-0.651,-0.571,"N","vowel","Feature_1",0.8
-2.729,-0.02,-0.505,0.138,-0.533,0.455,0.148,-0.407,-1.059,0.625,"N","vowel","Feature_1",0.8
-3.025,3.25,-0.147,-0.034,-1.34,0.049,0.364,1.099,-1.02,-0.652,"N","vowel","Feature_1",0.8
