"loc","v_g","ev_g","iv_g","n","v","l","d","i","e","b","t","lOCode","lOComment","lOBlank","locCodeAndComment","uniq_Op","uniq_Opnd","total_Op","total_Opnd","branchCount","class","dataset_name","altered_attribute","noise_level"
59,6,1,6,176,855,0.05,21.88,39.07,18709.51,0.29,1039.42,48,3,4,0,12,17,119.79,62,11,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,-10.54,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-31.16,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,-11.02,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,21.46,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,-3.89,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,6.57,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,24.48,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-10.66,1,1,"false","kc1","total_Op",0.3
56,7,3,7,133,670.9,0.06,15.6,43.01,10466.11,0.22,581.45,52,0,1,0,13,20,83.02,48,12,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-12.34,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,11.47,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,13.74,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,20.84,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,-10.81,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-27.59,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-8.86,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-7.22,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-8.27,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,9.61,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,0.66,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,18.26,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,-4.69,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-48.63,1,1,"false","kc1","total_Op",0.3
9,1,1,1,20,76.15,0.21,4.67,16.32,355.35,0.03,19.74,6,0,0,0,8,6,27.21,7,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,-3.16,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,1.74,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-11.14,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,29.4,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,4.66,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,-3.02,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-13.44,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,20.9,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-16.32,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,-22.82,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,-35.4,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,-30.11,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,1.45,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,-21.33,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,8.03,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,2.55,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-3.32,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,31.17,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-2.81,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,51.62,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,32.62,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,43.29,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,26.83,1,1,"false","kc1","total_Op",0.3
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3.68,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,7.68,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-20.86,1,1,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,-4.58,1,1,"false","kc1","total_Op",0.3
16,2,1,2,25,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,2,0,8,5,26.13,8,3,"false","kc1","total_Op",0.3
16,2,1,2,25,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,2,0,8,5,18.09,8,3,"false","kc1","total_Op",0.3
18,2,1,2,29,110.41,0.15,6.67,16.56,736.09,0.04,40.89,13,0,3,0,8,6,22.19,10,3,"false","kc1","total_Op",0.3
7,1,1,1,8,22.46,0.5,2,11.23,44.92,0.01,2.5,4,0,0,0,4,3,-12.61,3,1,"false","kc1","total_Op",0.3
8,1,1,1,9,27,0.5,2,13.5,54,0.01,3,4,0,2,0,4,4,16.49,4,1,"false","kc1","total_Op",0.3
14,2,1,2,29,110.41,0.14,7.33,15.06,809.7,0.04,44.98,10,0,2,0,8,6,-6.12,11,3,"false","kc1","total_Op",0.3
16,2,1,2,25,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,2,0,8,5,45.62,8,3,"false","kc1","total_Op",0.3
16,2,1,2,25,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,2,0,8,5,11.87,8,3,"false","kc1","total_Op",0.3
17,2,1,2,24,91.38,0.17,6,15.23,548.26,0.03,30.46,12,0,3,0,8,6,5.1,9,3,"false","kc1","total_Op",0.3
17,2,1,2,25,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,3,0,8,5,15.4,8,3,"false","kc1","total_Op",0.3
17,2,1,2,25,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,3,0,8,5,35.17,8,3,"false","kc1","total_Op",0.3
7,1,1,1,8,22.46,0.5,2,11.23,44.92,0.01,2.5,4,0,0,0,4,3,22.94,3,1,"false","kc1","total_Op",0.3
17,2,1,2,24,91.38,0.17,6,15.23,548.26,0.03,30.46,12,0,3,0,8,6,12.32,9,3,"false","kc1","total_Op",0.3
9,1,1,1,14,46.51,0.27,3.75,12.4,174.4,0.02,9.69,4,2,1,0,6,4,9.07,5,1,"false","kc1","total_Op",0.3
14,2,1,2,19,68.11,0.17,6,11.35,408.69,0.02,22.7,8,0,4,0,8,4,36.65,6,3,"false","kc1","total_Op",0.3
16,2,1,2,25,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,2,0,8,5,18.08,8,3,"false","kc1","total_Op",0.3
17,2,1,2,25,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,3,0,8,5,19.07,8,3,"false","kc1","total_Op",0.3
17,2,1,2,24,91.38,0.17,6,15.23,548.26,0.03,30.46,12,0,3,0,8,6,45.97,9,3,"false","kc1","total_Op",0.3
17,2,1,2,20,76.15,0.19,5.33,14.28,406.12,0.03,22.56,11,0,4,0,8,6,-7.93,8,3,"false","kc1","total_Op",0.3
17,2,1,2,25,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,3,0,8,5,16.46,8,3,"false","kc1","total_Op",0.3
17,2,1,2,20,76.15,0.19,5.33,14.28,406.12,0.03,22.56,11,0,4,0,8,6,21.5,8,3,"false","kc1","total_Op",0.3
16,2,1,2,25,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,2,0,8,5,50.15,8,3,"false","kc1","total_Op",0.3
17,2,1,2,25,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,3,0,8,5,36.57,8,3,"false","kc1","total_Op",0.3
17,2,1,2,25,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,3,0,8,5,-7.43,8,3,"false","kc1","total_Op",0.3
49,9,5,9,130,644.05,0.05,18.28,35.23,11773.96,0.21,654.11,42,2,3,0,15,16,73.21,39,17,"false","kc1","total_Op",0.3
13,2,1,2,32,130.8,0.16,6.22,21.02,813.86,0.04,45.21,7,0,0,0,8,9,23.6,14,3,"false","kc1","total_Op",0.3
14,1,1,1,21,84,0.33,3,28,252,0.03,14,8,0,1,0,6,10,10.76,10,1,"false","kc1","total_Op",0.3
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,-7.12,2,1,"false","kc1","total_Op",0.3
2,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,0,0,0,0,4,1,29.72,1,1,"false","kc1","total_Op",0.3
2,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,0,0,0,0,4,1,17.06,1,1,"false","kc1","total_Op",0.3
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,8.77,2,1,"false","kc1","total_Op",0.3
6,1,1,1,10,20,0.22,4.5,4.44,90,0.01,5,4,0,0,0,3,1,-7.92,3,1,"false","kc1","total_Op",0.3
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,10.95,1,1,"false","kc1","total_Op",0.3
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,8.29,1,1,"false","kc1","total_Op",0.3
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,12.31,2,1,"false","kc1","total_Op",0.3
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,-16.57,2,1,"false","kc1","total_Op",0.3
28,4,1,1,60,278.63,0.08,12.46,22.36,3472.18,0.09,192.9,22,0,1,0,12,13,28.33,27,7,"false","kc1","total_Op",0.3
28,4,1,1,60,278.63,0.08,12.46,22.36,3472.18,0.09,192.9,22,0,1,0,12,13,57.78,27,7,"false","kc1","total_Op",0.3
23,3,1,3,55,241.58,0.1,9.9,24.4,2391.62,0.08,132.87,18,2,1,0,11,10,61.23,18,5,"false","kc1","total_Op",0.3
4,1,1,1,7,18.09,0.67,1.5,12.06,27.14,0.01,1.51,0,0,0,0,3,3,19.19,3,1,"false","kc1","total_Op",0.3
4,1,1,1,7,18.09,0.67,1.5,12.06,27.14,0.01,1.51,0,0,0,0,3,3,-5.25,3,1,"false","kc1","total_Op",0.3
4,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,4.76,0,1,"false","kc1","total_Op",0.3
35,2,1,1,141,734.53,0.1,9.81,74.84,7209.3,0.24,400.52,31,0,2,0,10,27,124.04,53,3,"false","kc1","total_Op",0.3
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,21.85,1,1,"false","kc1","total_Op",0.3
4,1,1,1,7,18.09,0.67,1.5,12.06,27.14,0.01,1.51,0,0,0,0,3,3,-4.29,3,1,"false","kc1","total_Op",0.3
4,1,1,1,7,18.09,0.67,1.5,12.06,27.14,0.01,1.51,0,0,0,0,3,3,5.82,3,1,"false","kc1","total_Op",0.3
4,1,1,1,9,28.53,0.29,3.5,8.15,99.85,0.01,5.55,2,0,0,0,7,2,13.24,2,1,"false","kc1","total_Op",0.3
47,3,1,3,94,478.22,0.09,11.76,40.66,5624.8,0.16,312.49,33,7,4,0,13,21,67.08,38,5,"false","kc1","total_Op",0.3
4,1,1,1,8,24,0.4,2.5,9.6,60,0.01,3.33,2,0,0,0,5,3,-6.35,3,1,"false","kc1","total_Op",0.3
41,5,3,5,99,490.47,0.09,10.74,45.68,5266.05,0.16,292.56,37,1,1,0,12,19,62.71,34,8,"false","kc1","total_Op",0.3
41,5,3,5,132,682.43,0.08,12.15,56.16,8293.01,0.23,460.72,37,1,1,0,13,23,54.65,43,8,"false","kc1","total_Op",0.3
53,5,3,5,174,982.03,0.08,12,81.84,11784.37,0.33,654.69,49,0,2,0,15,35,126.88,56,8,"false","kc1","total_Op",0.3
15,4,3,4,49,218.51,0.06,16.63,13.14,3632.76,0.07,201.82,12,0,1,0,14,8,35.82,19,7,"false","kc1","total_Op",0.3
14,2,1,2,42,178.41,0.09,11,16.21,1962.54,0.06,109.03,10,0,1,0,11,8,-3.43,16,3,"false","kc1","total_Op",0.3
82,9,1,9,191,1072.41,0.06,15.76,68.06,16898.58,0.36,938.81,74,0,3,0,16,33,132.52,65,16,"false","kc1","total_Op",0.3
41,5,3,5,100,504.44,0.09,11.05,45.65,5574.06,0.17,309.67,38,1,0,0,13,20,42.19,34,8,"false","kc1","total_Op",0.3
60,6,1,5,156,818.68,0.06,16.37,49.98,13409.92,0.27,745,50,4,4,0,13,25,96.04,63,11,"false","kc1","total_Op",0.3
12,1,1,1,19,72.34,0.21,4.67,15.5,337.59,0.02,18.75,6,2,2,0,8,6,-5.44,7,1,"false","kc1","total_Op",0.3
11,3,1,3,26,93.21,0.16,6.3,14.8,587.22,0.03,32.61,8,0,1,0,7,5,14.79,9,5,"false","kc1","total_Op",0.3
68,7,1,7,165,945.11,0.06,16.46,57.43,15553.76,0.32,864.1,58,1,4,0,18,35,108.49,64,12,"false","kc1","total_Op",0.3
11,1,1,1,22,76.11,0.3,3.33,22.83,253.69,0.03,14.09,6,1,2,0,5,6,30.29,8,1,"false","kc1","total_Op",0.3
60,11,5,11,155,795.04,0.05,18.38,43.27,14608.84,0.27,811.6,50,4,4,0,15,20,154.17,49,21,"false","kc1","total_Op",0.3
24,4,1,4,68,303.24,0.12,8.29,36.6,2512.57,0.1,139.59,19,0,0,0,8,14,32.29,29,7,"false","kc1","total_Op",0.3
51,13,8,13,138,713.45,0.05,20.13,35.44,14362.87,0.24,797.94,44,3,2,0,17,19,66.15,45,25,"false","kc1","total_Op",0.3
12,2,1,2,32,130.8,0.16,6.22,21.02,813.86,0.04,45.21,7,0,0,0,8,9,19.57,14,3,"false","kc1","total_Op",0.3
13,1,1,1,19,74.23,0.33,3,24.74,222.69,0.02,12.37,7,0,1,0,6,9,23.49,9,1,"false","kc1","total_Op",0.3
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,26.92,2,1,"false","kc1","total_Op",0.3
16,2,1,2,32,133.44,0.18,5.6,23.83,747.25,0.04,41.51,11,0,1,0,8,10,2.27,14,3,"false","kc1","total_Op",0.3
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,22.5,2,1,"false","kc1","total_Op",0.3
12,2,1,2,32,130.8,0.16,6.22,21.02,813.86,0.04,45.21,7,0,0,0,8,9,14.34,14,3,"false","kc1","total_Op",0.3
51,13,8,13,138,713.45,0.05,20.13,35.44,14362.87,0.24,797.94,44,3,2,0,17,19,112.88,45,25,"false","kc1","total_Op",0.3
13,1,1,1,19,74.23,0.33,3,24.74,222.69,0.02,12.37,7,0,1,0,6,9,18.99,9,1,"false","kc1","total_Op",0.3
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,-14.99,2,1,"false","kc1","total_Op",0.3
24,3,3,3,49,221.65,0.23,4.38,50.66,969.74,0.07,53.87,20,0,2,0,7,16,32.88,20,5,"false","kc1","total_Op",0.3
54,18,11,18,150,781.42,0.07,13.44,58.14,10502.26,0.26,583.46,49,1,2,0,12,25,88.06,56,35,"false","kc1","total_Op",0.3
13,2,1,2,29,120.93,0.15,6.87,17.59,831.38,0.04,46.19,10,0,1,0,10,8,-10.41,11,3,"false","kc1","total_Op",0.3
7,1,1,1,14,50.19,0.33,3,16.73,150.57,0.02,8.36,3,0,0,0,6,6,14.26,6,1,"false","kc1","total_Op",0.3
8,1,1,1,14,50.19,0.33,3,16.73,150.57,0.02,8.36,4,0,1,0,6,6,1.9,6,1,"false","kc1","total_Op",0.3
25,4,1,4,77,361.93,0.09,11.73,30.85,4246.69,0.12,235.93,20,0,0,0,11,15,70.8,32,7,"false","kc1","total_Op",0.3
7,1,1,1,14,50.19,0.33,3,16.73,150.57,0.02,8.36,3,0,0,0,6,6,8.13,6,1,"false","kc1","total_Op",0.3
53,7,3,7,181,963.27,0.05,21.67,44.46,20870.83,0.32,1159.49,44,0,4,0,16,24,117.5,65,13,"false","kc1","total_Op",0.3
64,12,5,12,171,890.82,0.05,19.09,46.66,17006.5,0.3,944.81,53,4,5,0,15,22,128.26,56,23,"false","kc1","total_Op",0.3
18,1,1,1,40,166.8,0.18,5.41,30.84,902.22,0.06,50.12,9,0,4,0,7,11,29.55,17,1,"false","kc1","total_Op",0.3
5,1,1,1,9,28.53,0.33,3,9.51,85.59,0.01,4.75,2,0,0,0,6,3,5.81,3,1,"false","kc1","total_Op",0.3
13,2,1,2,32,130.8,0.16,6.22,21.02,813.86,0.04,45.21,7,0,0,0,8,9,43.53,14,3,"false","kc1","total_Op",0.3
15,1,1,1,21,84,0.33,3,28,252,0.03,14,8,0,1,0,6,10,12.66,10,1,"false","kc1","total_Op",0.3
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,32.31,2,1,"false","kc1","total_Op",0.3
23,2,1,2,44,199.04,0.15,6.54,30.44,1301.39,0.07,72.3,19,0,0,0,10,13,19.1,17,3,"false","kc1","total_Op",0.3
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,2.67,2,1,"false","kc1","total_Op",0.3
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,20.07,2,1,"false","kc1","total_Op",0.3
48,6,3,6,133,682.19,0.06,16.67,40.93,11369.91,0.23,631.66,41,3,2,0,14,21,110.91,50,11,"false","kc1","total_Op",0.3
24,3,3,3,69,312.13,0.15,6.56,47.56,2048.33,0.1,113.8,19,0,3,0,7,16,49.97,30,5,"false","kc1","total_Op",0.3
15,1,1,1,47,223.48,0.4,2.5,89.39,558.7,0.07,31.04,12,0,1,0,5,22,47.94,22,1,"false","kc1","total_Op",0.3
39,5,3,5,86,430,0.09,11.67,36.86,5016.67,0.14,278.7,33,1,1,0,14,18,41.36,30,8,"false","kc1","total_Op",0.3
63,8,1,7,145,805.42,0.06,15.52,51.9,12497.82,0.27,694.32,57,0,0,0,18,29,111.64,50,14,"false","kc1","total_Op",0.3
23,2,1,2,58,265.93,0.14,6.9,38.54,1834.9,0.09,101.94,16,1,3,0,9,15,38.84,23,3,"false","kc1","total_Op",0.3
17,1,1,1,40,175.69,0.17,6,29.28,1054.16,0.06,58.56,9,1,3,0,9,12,25.14,16,1,"false","kc1","total_Op",0.3
34,3,1,3,80,380.39,0.11,8.82,43.11,3356.39,0.13,186.47,28,1,2,0,10,17,75.82,30,5,"false","kc1","total_Op",0.3
26,2,1,2,63,296.13,0.11,8.8,33.65,2605.92,0.1,144.77,19,1,2,0,11,15,51.2,24,3,"false","kc1","total_Op",0.3
22,2,1,2,56,253.32,0.14,7.07,35.82,1791.33,0.08,99.52,16,1,2,0,9,14,11.75,22,3,"false","kc1","total_Op",0.3
31,3,1,3,79,379.78,0.1,9.71,39.13,3686.11,0.13,204.78,25,1,2,0,11,17,70.02,30,5,"false","kc1","total_Op",0.3
23,2,1,2,56,253.32,0.14,7.07,35.82,1791.33,0.08,99.52,16,1,3,0,9,14,16.99,22,3,"false","kc1","total_Op",0.3
24,2,1,2,56,263.22,0.12,8.07,32.63,2123.35,0.09,117.96,16,1,3,0,11,15,24.19,22,3,"false","kc1","total_Op",0.3
16,1,1,1,40,175.69,0.17,6,29.28,1054.16,0.06,58.56,9,1,2,0,9,12,30.28,16,1,"false","kc1","total_Op",0.3
23,2,1,2,58,265.93,0.14,6.9,38.54,1834.9,0.09,101.94,16,1,3,0,9,15,37.75,23,3,"false","kc1","total_Op",0.3
16,1,1,1,40,175.69,0.17,6,29.28,1054.16,0.06,58.56,9,1,2,0,9,12,5.76,16,1,"false","kc1","total_Op",0.3
16,1,1,1,40,175.69,0.17,6,29.28,1054.16,0.06,58.56,9,1,2,0,9,12,12.66,16,1,"false","kc1","total_Op",0.3
16,1,1,1,40,175.69,0.17,6,29.28,1054.16,0.06,58.56,9,1,2,0,9,12,34.26,16,1,"false","kc1","total_Op",0.3
23,1,1,1,62,294.8,0.15,6.5,45.35,1916.22,0.1,106.46,13,1,3,0,9,18,21.01,26,1,"false","kc1","total_Op",0.3
23,2,1,2,58,265.93,0.14,6.9,38.54,1834.9,0.09,101.94,16,1,3,0,9,15,37.7,23,3,"false","kc1","total_Op",0.3
16,1,1,1,40,175.69,0.17,6,29.28,1054.16,0.06,58.56,9,1,2,0,9,12,36.46,16,1,"false","kc1","total_Op",0.3
23,2,1,2,56,253.32,0.14,7.07,35.82,1791.33,0.08,99.52,16,1,3,0,9,14,4.14,22,3,"false","kc1","total_Op",0.3
16,1,1,1,40,175.69,0.17,6,29.28,1054.16,0.06,58.56,9,1,2,0,9,12,24.88,16,1,"false","kc1","total_Op",0.3
18,1,1,1,54,250.77,0.16,6.19,40.53,1551.63,0.08,86.2,11,1,2,0,9,16,29.44,22,1,"false","kc1","total_Op",0.3
18,1,1,1,54,250.77,0.16,6.19,40.53,1551.63,0.08,86.2,11,1,2,0,9,16,36.62,22,1,"false","kc1","total_Op",0.3
27,2,1,2,61,279.68,0.14,7.2,38.84,2013.72,0.09,111.87,20,1,3,0,9,15,44.21,24,3,"false","kc1","total_Op",0.3
18,1,1,1,42,184.48,0.16,6.38,28.94,1176.04,0.06,65.34,10,1,3,0,9,12,43.4,17,1,"false","kc1","total_Op",0.3
18,1,1,1,54,250.77,0.16,6.19,40.53,1551.63,0.08,86.2,11,1,2,0,9,16,13.17,22,1,"false","kc1","total_Op",0.3
127,25,7,22,396,2309.82,0.03,38.21,60.45,88254.54,0.77,4903.03,108,7,9,0,21,36,277.29,131,49,"false","kc1","total_Op",0.3
25,5,5,4,51,227.43,0.09,10.8,21.06,2456.25,0.08,136.46,19,2,2,0,12,10,41.11,18,9,"false","kc1","total_Op",0.3
48,4,1,4,121,568.75,0.07,13.93,40.82,7924.63,0.19,440.26,39,0,6,0,11,15,69.44,38,7,"false","kc1","total_Op",0.3
6,2,1,1,14,50.19,0.24,4.2,11.95,210.8,0.02,11.71,4,0,0,0,7,5,-18.35,6,3,"false","kc1","total_Op",0.3
60,2,1,2,156,909.93,0.18,5.47,166.37,4976.76,0.3,276.49,57,0,1,0,8,49,96.08,67,3,"false","kc1","total_Op",0.3
22,2,1,2,35,148.68,0.16,6.3,23.6,936.67,0.05,52.04,15,0,3,0,9,10,2.39,14,3,"false","kc1","total_Op",0.3
22,2,1,2,35,148.68,0.16,6.3,23.6,936.67,0.05,52.04,15,0,3,0,9,10,15.43,14,3,"false","kc1","total_Op",0.3
20,2,1,2,30,125.1,0.17,6,20.85,750.59,0.04,41.7,13,0,3,0,9,9,35.82,12,3,"false","kc1","total_Op",0.3
21,3,1,3,55,241.58,0.09,11.55,20.92,2790.22,0.08,155.01,12,3,4,0,11,10,31.38,21,5,"false","kc1","total_Op",0.3
31,6,5,6,95,456.7,0.07,14.63,31.23,6679.22,0.15,371.07,26,0,0,0,12,16,32.84,39,11,"false","kc1","total_Op",0.3
52,7,3,7,174,919.66,0.05,19.69,46.71,18105.81,0.31,1005.88,44,0,3,0,15,24,112.18,63,13,"false","kc1","total_Op",0.3
6,1,1,1,11,36.54,0.33,3,12.18,109.62,0.01,6.09,3,0,0,0,6,4,0.99,4,1,"false","kc1","total_Op",0.3
5,1,1,1,9,28.53,0.33,3,9.51,85.59,0.01,4.75,2,0,0,0,6,3,22.43,3,1,"false","kc1","total_Op",0.3
7,1,1,1,14,50.19,0.33,3,16.73,150.57,0.02,8.36,3,0,0,0,6,6,17.93,6,1,"false","kc1","total_Op",0.3
18,1,1,1,41,174.17,0.19,5.25,33.17,914.37,0.06,50.8,10,0,4,0,7,12,27.27,18,1,"false","kc1","total_Op",0.3
13,2,1,2,32,130.8,0.16,6.22,21.02,813.86,0.04,45.21,7,0,0,0,8,9,44,14,3,"false","kc1","total_Op",0.3
51,13,8,13,138,713.45,0.05,20.13,35.44,14362.87,0.24,797.94,44,3,2,0,17,19,70.26,45,25,"false","kc1","total_Op",0.3
15,1,1,1,21,84,0.33,3,28,252,0.03,14,8,0,1,0,6,10,17.39,10,1,"false","kc1","total_Op",0.3
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,0.44,2,1,"false","kc1","total_Op",0.3
12,2,1,2,32,130.8,0.16,6.22,21.02,813.86,0.04,45.21,6,0,0,0,8,9,11.82,14,3,"false","kc1","total_Op",0.3
15,1,1,1,21,84,0.33,3,28,252,0.03,14,8,0,1,0,6,10,8.92,10,1,"false","kc1","total_Op",0.3
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,-23.19,2,1,"false","kc1","total_Op",0.3
