"LOC_BLANK","BRANCH_COUNT","CALL_PAIRS","LOC_CODE_AND_COMMENT","LOC_COMMENTS","CONDITION_COUNT","CYCLOMATIC_COMPLEXITY","CYCLOMATIC_DENSITY","DECISION_COUNT","DECISION_DENSITY","DESIGN_COMPLEXITY","DESIGN_DENSITY","EDGE_COUNT","ESSENTIAL_COMPLEXITY","ESSENTIAL_DENSITY","LOC_EXECUTABLE","PARAMETER_COUNT","HALSTEAD_CONTENT","HALSTEAD_DIFFICULTY","HALSTEAD_EFFORT","HALSTEAD_ERROR_EST","HALSTEAD_LENGTH","HALSTEAD_LEVEL","HALSTEAD_PROG_TIME","HALSTEAD_VOLUME","MAINTENANCE_SEVERITY","MODIFIED_CONDITION_COUNT","MULTIPLE_CONDITION_COUNT","NODE_COUNT","NORMALIZED_CYLOMATIC_COMPLEXITY","NUM_OPERANDS","NUM_OPERATORS","NUM_UNIQUE_OPERANDS","NUM_UNIQUE_OPERATORS","NUMBER_OF_LINES","PERCENT_COMMENTS","LOC_TOTAL","class","dataset_name","altered_attribute","noise_level"
2,11,3,0,0,16,6,0.29,6,2,3,0.5,21,3,0,21,0,18.85,20.3,7766.26,0.13,74,0.05,431.46,-368.08,0.5,5,8,17,0.24,29,45,15,21,25,0,21,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,5,0,0,0,6,3,0.3,2,3,1,0.33,8,3,1,10,0,13.31,10.56,1484.6,0.05,32,0.09,82.48,51.69,1,2,3,7,0.25,13,19,8,13,12,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,1,0,1,0,3,0.3,0,0,2,0.67,9,1,0,10,1,10.13,14,1984.88,0.05,34,0.07,110.27,181.39,0.33,0,0,8,0.23,14,20,6,12,13,9.09,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,17.34,8.25,1180.25,0.05,35,0.12,65.57,-1660.18,0.33,0,0,10,0.23,9,26,6,11,13,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,3,0,0,1,4,2,0.18,2,2,1,0.5,7,1,0,11,0,12.55,14,2459.28,0.06,49,0.07,136.63,1170.67,0.5,1,2,7,0.1,20,29,5,7,20,8.33,11,"FALSE","pc4","HALSTEAD_VOLUME",0.6
9,11,2,0,3,22,6,0.29,10,2,1,0.17,23,1,0,21,0,15.38,23.25,8313.66,0.12,77,0.04,461.87,-589,0.17,6,11,19,0.17,31,46,10,15,35,12.5,21,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,0,0,1,0.17,0,0,1,1,2,1,0,6,1,15.86,3.5,194.27,0.02,15,0.29,10.79,-230.92,1,0,0,3,0.13,6,9,6,7,8,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,3,0,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,2,10.24,9.1,848.2,0.03,26,0.11,47.12,-625.61,0.5,1,2,6,0.22,13,13,5,7,9,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
38,19,1,7,9,4,17,0.12,2,2,2,0.12,39,1,0,134,1,43.8,87.5,335371.38,1.28,598,0.01,18631.74,4644.98,0.06,1,2,24,0.09,250,348,50,35,190,10.67,141,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,-695.48,1,0,0,2,1,0,2,0,2,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
23,9,4,5,11,16,5,0.12,8,2,5,1,24,1,0,36,1,30.9,39.09,47217.09,0.4,224,0.03,2623.17,1180.04,0.2,4,8,21,0.06,86,138,22,20,77,30.77,41,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,9,3,0,0,0,5,0.33,0,0,4,0.8,21,1,0,15,0,30.32,11.33,3894.84,0.11,67,0.09,216.38,1374.41,0.2,0,0,18,0.29,34,33,21,14,17,0,15,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,5,3,0,0,0,3,0.25,0,0,3,1,10,1,0,12,3,18.35,8.33,1274.38,0.05,36,0.12,70.8,775.09,0.33,0,0,9,0.2,15,21,9,10,15,0,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,1,0,0,1,0,1,0.11,0,0,1,1,1,1,0,9,3,13.9,10,1389.74,0.05,34,0.1,77.21,921.74,1,0,0,2,0.08,14,20,7,10,12,10,9,"FALSE","pc4","HALSTEAD_VOLUME",0.6
32,29,9,45,18,54,15,0.14,26,2,5,0.33,70,3,0,65,3,59.92,43.25,112076.69,0.86,420,0.02,6226.48,2318.12,0.2,14,27,57,0.09,173,247,48,24,164,49.22,110,"FALSE","pc4","HALSTEAD_VOLUME",0.6
10,4,4,1,2,0,3,0.16,0,0,3,1,10,1,0,18,0,22.82,13.13,3931.7,0.1,63,0.08,218.43,-570.12,0.33,0,0,9,0.09,21,42,12,15,33,14.29,19,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,37,2,6,4,60,19,0.23,24,2,2,0.11,63,18,0,75,1,38,40.44,62131.34,0.51,267,0.02,3451.74,1690.1,0.95,18,30,46,0.2,109,158,31,23,93,11.76,81,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,0,0,7,0,2,0.17,0,0,1,0.5,5,1,0,12,0,46.75,20.39,19439.64,0.32,183,0.05,1079.98,2264.72,0.5,0,0,5,0.09,67,116,23,14,22,36.84,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,0,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,0,15.23,5,380.74,0.03,20,0.2,21.15,-513.3,0.5,1,2,6,0.25,10,10,7,7,8,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,46,19,0,0,82,29,1,34,2,26,0.9,96,5,0,0,0,0,0,0,0,0,0,0,329.16,0.17,24,41,69,0.16,0,0,0,0,176,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
35,75,12,3,64,116,38,0.26,42,2,15,0.39,126,32,0,143,1,57.76,57.9,193623.35,1.11,542,0.02,10756.85,3579.61,0.84,37,59,90,0.15,193,349,45,27,247,31.9,146,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,1,2,0,0,0,1,0.17,0,0,1,1,4,1,0,6,0,19.41,7.22,1012.42,0.05,33,0.14,56.25,21.05,1,0,0,5,0.11,13,20,9,10,9,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,33,2,7,6,58,17,0.27,26,2,7,0.41,69,9,0,55,1,34.37,67.83,158152.05,0.78,409,0.01,8786.22,1359.71,0.53,16,29,54,0.23,185,224,30,22,75,19.12,62,"FALSE","pc4","HALSTEAD_VOLUME",0.6
50,9,1,37,18,16,5,0.03,8,2,1,0.2,27,1,0,155,0,132.94,61.45,501990.12,2.72,1235,0.02,27888.34,8664.72,0.2,4,8,24,0.02,511,724,79,19,262,26.19,192,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,3,2,0,0,0,2,0.4,0,0,2,1,8,1,0,5,2,11.58,6.75,527.43,0.03,20,0.15,29.3,396.57,0.5,0,0,8,0.29,9,11,6,9,7,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,5,0,1,0,8,3,0.25,4,2,1,0.33,9,1,0,11,5,14.12,11,1708.56,0.05,38,0.09,94.92,161.94,0.33,2,4,8,0.14,12,26,6,11,22,8.33,12,"TRUE","pc4","HALSTEAD_VOLUME",0.6
11,5,6,0,27,8,1,0.03,4,2,1,1,24,1,0,30,1,63.11,17,18239.92,0.36,203,0.06,1013.33,1200.45,1,2,4,23,0.01,68,135,26,13,70,47.37,30,"FALSE","pc4","HALSTEAD_VOLUME",0.6
7,1,4,2,0,0,1,0.13,0,0,1,1,5,1,0,6,1,24.18,4.29,444.05,0.03,28,0.23,24.67,922.47,1,0,0,6,0.06,10,18,7,6,17,25,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,17,1,1,6,22,9,0.31,6,3,2,0.22,25,7,0,28,0,13.48,33,14676.46,0.15,97,0.03,815.36,2176.58,0.78,8,11,18,0.21,33,64,8,16,43,20,29,"TRUE","pc4","HALSTEAD_VOLUME",0.6
11,1,7,0,18,0,1,0.08,0,0,1,1,11,1,0,12,0,61.38,3.63,809.5,0.07,48,0.28,44.97,-670.46,1,0,0,12,0.02,23,25,19,6,43,60,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,13,4,4,0,0,7,0.26,0,0,7,1,27,6,0,23,3,25.34,18.21,8406.04,0.15,95,0.05,467,1543.97,0.86,0,0,22,0.23,34,61,14,15,31,14.81,27,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,5,0,9,1,8,3,0.18,4,2,1,0.33,12,1,0,8,0,27.73,19.25,10275.27,0.18,118,0.05,570.85,-236.34,0.33,2,4,11,0.12,42,76,12,11,25,55.56,17,"TRUE","pc4","HALSTEAD_VOLUME",0.6
29,39,1,7,28,62,20,0.32,24,2,2,0.1,67,13,0,55,0,24.94,77.43,149562.2,0.64,344,0.01,8309.01,1255.1,0.65,19,35,49,0.17,137,207,23,26,121,38.89,62,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,9,3,4,2,14,5,0.19,6,2,3,0.6,21,3,0,23,0,24.91,18.53,8553.83,0.15,90,0.05,475.21,1010.43,0.6,4,7,18,0.14,35,55,17,18,36,20.69,27,"FALSE","pc4","HALSTEAD_VOLUME",0.6
12,187,1,1,17,372,94,8.55,186,2,1,0.01,330,1,0,10,0,382.67,13,64670.9,1.66,1085,0.08,3592.83,4860.88,0.01,93,186,238,2.29,22,1063,11,13,41,64.29,11,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,5,2,0,0,8,3,0.25,4,2,3,1,10,1,0,12,0,18.58,9.6,1712.42,0.06,40,0.1,95.13,850.48,0.33,2,4,9,0.17,16,24,10,12,18,0,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,3,0,0,2,4,2,0.18,2,2,1,0.5,6,1,0,11,1,14.74,11.67,2006.67,0.06,43,0.09,111.48,795.76,0.5,1,2,6,0.1,14,29,6,10,21,15.38,11,"FALSE","pc4","HALSTEAD_VOLUME",0.6
9,3,2,0,6,4,2,0.2,2,2,2,1,9,1,0,10,0,18.25,9,1478.1,0.05,38,0.11,82.12,437.96,0.5,1,2,9,0.07,12,26,8,12,27,37.5,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
22,17,2,4,6,22,10,0.26,10,2,2,0.2,32,1,0,35,0,23.31,30.11,21129.06,0.23,131,0.03,1173.84,1548.65,0.1,6,11,24,0.14,52,79,19,22,69,22.22,39,"FALSE","pc4","HALSTEAD_VOLUME",0.6
22,21,9,38,12,40,11,0.12,20,2,9,0.82,55,1,0,51,4,63.24,30.76,59840.57,0.65,328,0.03,3324.48,2074.12,0.09,10,20,46,0.09,136,192,42,19,128,49.5,89,"TRUE","pc4","HALSTEAD_VOLUME",0.6
19,9,4,2,5,16,5,0.11,8,2,5,1,23,1,0,44,0,42.42,33.07,46402.42,0.47,254,0.03,2577.91,1828.04,0.2,4,8,20,0.07,94,160,27,19,72,13.73,46,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,17.34,8.25,1180.25,0.05,35,0.12,65.57,1045.18,0.33,0,0,10,0.23,9,26,6,11,13,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
20,15,4,5,14,22,8,0.32,8,2,5,0.63,24,6,0,20,1,19.8,28.5,16082.33,0.19,115,0.04,893.46,796.52,0.75,7,11,18,0.13,38,77,12,18,60,48.72,25,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,5,2,0,0,8,3,0.21,4,2,3,1,10,1,0,14,0,23.96,9.69,2250.48,0.08,50,0.1,125.03,90.44,0.33,2,4,9,0.15,21,29,13,12,20,0,14,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,7.75,2,31.02,0.01,6,0.5,1.72,7.92,1,0,0,3,0.2,2,4,2,4,5,0,2,"FALSE","pc4","HALSTEAD_VOLUME",0.6
16,11,4,0,14,20,6,0.23,10,2,1,0.17,26,1,0,26,0,35.17,22.8,18281.28,0.27,146,0.04,1015.63,902.69,0.17,5,10,22,0.1,57,89,25,20,58,35,26,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,3,1,0,0,6,2,1,2,3,1,0.5,6,1,0,2,0,9.49,3.5,116.27,0.01,10,0.29,6.46,401.59,0.5,2,3,6,0.5,3,7,3,7,4,0,2,"FALSE","pc4","HALSTEAD_VOLUME",0.6
13,5,1,0,12,8,3,0.09,4,2,1,0.33,19,1,0,35,0,31.11,23.57,17284.19,0.24,156,0.04,960.23,1424.8,0.33,2,4,18,0.05,55,101,14,12,62,25.53,35,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,1,0,0,0,2,1,0,0,2,1,6,1,0,2,0,7.66,18.67,2670.48,0.05,35,0.05,148.36,321.68,0.5,0,0,6,0.4,8,27,3,14,5,0,2,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,3,1,1,0,4,2,0.33,2,2,2,1,5,1,0,5,0,16.5,4.5,334.04,0.02,19,0.22,18.56,-135.18,0.5,1,2,5,0.2,6,13,6,9,10,16.67,6,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,0,8.13,2,32.5,0.01,7,0.5,1.81,-939.77,1,0,0,2,0.14,1,6,1,4,7,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,1,2,2,14,0,1,0.1,0,0,1,1,3,1,0,8,1,22.75,9.92,2237.41,0.08,48,0.1,124.3,-182.19,1,0,0,4,0.03,17,31,12,14,32,66.67,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
27,5,1,5,25,8,3,0.09,4,2,3,1,31,1,0,30,0,51.95,30.8,49286.33,0.53,323,0.03,2738.13,1137.99,0.33,2,4,30,0.03,112,211,20,11,89,50,35,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,3,0,1,0,0,2,0.17,0,0,1,0.5,6,1,0,11,1,10.7,9,867.02,0.03,29,0.11,48.17,217.13,0.5,0,0,6,0.14,12,17,4,6,14,8.33,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
20,15,7,4,6,12,9,0.2,4,3,7,0.78,30,5,0,40,0,43.12,18.55,14836.51,0.27,141,0.05,824.25,694.72,0.56,4,6,23,0.13,53,88,30,21,72,20,44,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,1,2,0,3,0,1,0.2,0,0,1,1,3,1,0,5,0,10.79,7.2,559.51,0.03,21,0.14,31.08,180.77,1,0,0,4,0.08,9,12,5,8,13,37.5,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,2,0,0,0,1,0.2,0,0,1,1,5,1,0,5,3,20.77,8.25,1413.48,0.06,45,0.12,78.53,-37.79,1,0,0,6,0.11,22,23,8,6,9,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,0,0,0,4,2,0.5,2,2,1,0.5,6,1,0,4,0,11.83,9.33,1030.52,0.04,29,0.11,57.25,89.57,0.5,1,2,6,0.29,14,15,6,8,7,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,1,1,1,0,0,1,0.17,0,0,1,1,2,1,0,5,1,16.3,4.08,271.98,0.02,18,0.24,15.11,247.96,1,0,0,3,0.08,7,11,6,7,12,16.67,6,"TRUE","pc4","HALSTEAD_VOLUME",0.6
17,7,4,4,11,12,4,0.15,6,2,3,0.75,20,1,0,23,0,18.2,36.93,24819.33,0.22,130,0.03,1378.85,658.27,0.25,3,6,18,0.07,47,83,14,22,57,39.47,27,"TRUE","pc4","HALSTEAD_VOLUME",0.6
2,3,0,1,0,4,2,0.25,2,2,1,0.5,6,1,0,7,2,9.09,11,1100,0.03,25,0.09,61.11,-306.91,0.5,1,2,6,0.17,10,15,5,11,12,12.5,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
8,3,0,0,0,4,2,0.13,2,2,1,0.5,7,1,0,15,0,12.49,28.7,10288.84,0.12,100,0.03,571.6,-505.69,0.5,1,2,7,0.08,41,59,5,7,25,0,15,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,1,0,13,0,0,1,0.06,0,0,1,1,1,1,0,5,0,61.05,10,6105.34,0.2,127,0.1,339.19,1274.99,1,0,0,2,0.05,50,77,20,8,22,72.22,18,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,7,2,1,2,12,4,0.31,6,2,2,0.5,16,1,0,12,0,16.48,18.75,5795.02,0.1,65,0.05,321.95,-300.35,0.25,3,6,14,0.2,30,35,12,15,20,20,13,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,1,0,0,0,0,1,0.05,0,0,1,1,1,1,0,19,2,10.42,45,21097.27,0.16,167,0.02,1172.07,655.52,1,0,0,2,0.05,36,131,2,5,22,0,19,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,1,8.22,9,666.08,0.02,20,0.11,37,592.03,1,0,0,3,0.14,8,12,4,9,7,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
17,35,3,0,0,48,22,0.48,24,2,20,0.91,63,1,0,46,0,35.98,41.03,60570.79,0.49,252,0.02,3365.04,2158.8,0.05,12,24,43,0.34,101,151,32,26,65,0,46,"FALSE","pc4","HALSTEAD_VOLUME",0.6
18,17,5,6,11,32,9,0.24,16,2,6,0.67,35,1,0,32,0,26.92,45.5,55737.5,0.41,245,0.02,3096.53,1150.23,0.11,8,16,28,0.13,91,154,16,16,69,34.69,38,"FALSE","pc4","HALSTEAD_VOLUME",0.6
9,1,4,0,3,0,1,0.13,0,0,1,1,5,1,0,8,1,21.89,4,350.28,0.03,23,0.25,19.46,364.76,1,0,0,6,0.05,8,15,7,7,22,27.27,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,3,1,1,0,4,2,0.25,2,2,2,1,5,1,0,7,1,17.84,6.19,682.86,0.04,27,0.16,37.94,1141.15,0.5,1,2,5,0.15,11,16,8,9,13,12.5,8,"TRUE","pc4","HALSTEAD_VOLUME",0.6
37,15,3,9,70,26,8,0.15,12,2,6,0.75,35,1,0,46,0,29.04,41.61,50271.95,0.4,220,0.02,2792.89,1300.08,0.13,7,13,29,0.05,87,133,23,22,163,63.2,55,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,1,2,0,3,0,1,0.1,0,0,1,1,3,1,0,10,0,22.45,4.29,412.33,0.03,26,0.23,22.91,-135.18,1,0,0,4,0.05,10,16,7,6,20,23.08,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,1,0,0,0,0,1,0.13,0,0,1,1,1,1,0,8,1,18.58,11,2247.77,0.07,57,0.09,124.88,1440.82,1,0,0,2,0.07,22,35,6,6,14,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,1,1,0,0,0,1,0.25,0,0,1,1,2,1,0,4,1,10.3,4,164.84,0.01,13,0.25,9.16,110.67,1,0,0,3,0.14,4,9,3,6,7,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
34,15,5,9,52,20,8,0.2,6,3,4,0.5,27,1,0,32,0,40.58,25.19,25740.38,0.34,184,0.04,1430.02,460.57,0.13,7,10,21,0.06,68,116,27,20,138,65.59,41,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,5,2,0,0,8,3,0.5,4,2,2,0.67,11,1,0,6,0,17.34,8.25,1180.25,0.05,35,0.12,65.57,-219.78,0.33,2,4,10,0.21,9,26,6,11,14,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
9,7,3,1,5,12,4,0.15,6,2,4,1,16,1,0,26,0,23.42,21.94,11272.23,0.17,101,0.05,626.23,133.45,0.25,3,6,14,0.09,39,62,16,18,43,18.75,27,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,1,1,0,0,0,1,0.1,0,0,1,1,2,1,0,10,3,14.99,5.33,426.42,0.03,21,0.19,23.69,1368.08,1,0,0,3,0.08,8,13,6,8,12,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,1,0,0,4,2,0.5,2,2,2,1,5,1,0,4,1,8.65,8,553.51,0.02,20,0.13,30.75,-371.41,0.5,1,2,5,0.29,6,14,3,8,7,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,13,7,0,0,0,7,1,0,0,6,0.86,30,1,0,0,1,0,0,0,0,0,0,0,-420.75,0.14,0,0,25,0.07,0,0,0,0,100,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
19,11,1,9,17,20,6,0.15,10,2,1,0.17,27,1,0,32,0,32.58,28.39,26259.72,0.31,185,0.04,1458.87,857.25,0.17,5,10,23,0.08,73,112,18,14,79,44.83,41,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,-443.71,1,0,0,2,1,0,2,0,2,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
9,9,2,1,4,14,5,0.24,6,2,4,0.8,20,3,0,20,0,25.86,19.73,10069.57,0.17,103,0.05,559.42,-23.18,0.6,4,7,17,0.14,37,66,15,16,36,20,21,"FALSE","pc4","HALSTEAD_VOLUME",0.6
10,1,5,0,6,0,1,0.07,0,0,1,1,6,1,0,14,0,38.55,5.41,1127.78,0.07,50,0.18,62.65,1254.59,1,0,0,7,0.03,17,33,11,7,32,30,14,"FALSE","pc4","HALSTEAD_VOLUME",0.6
7,7,6,3,6,12,4,0.18,6,2,4,1,21,1,0,19,1,31.77,11.63,4293.21,0.12,72,0.09,238.51,1018.72,0.25,3,6,19,0.11,31,41,20,15,37,32.14,22,"FALSE","pc4","HALSTEAD_VOLUME",0.6
16,13,1,6,11,20,7,0.25,8,2,3,0.43,22,6,0,22,0,17.7,38.25,25897.75,0.23,132,0.03,1438.76,644.02,0.86,6,10,17,0.12,51,81,14,21,57,43.59,28,"FALSE","pc4","HALSTEAD_VOLUME",0.6
12,21,2,15,10,40,11,0.16,20,2,2,0.18,59,1,0,53,5,30.35,65.33,129533.9,0.66,355,0.02,7196.33,2003.73,0.09,10,20,50,0.11,168,187,27,21,97,32.04,68,"TRUE","pc4","HALSTEAD_VOLUME",0.6
4,3,0,1,1,4,2,0.33,2,2,1,0.5,5,1,0,5,0,8.3,6.67,369.01,0.02,16,0.15,20.5,-182.15,0.5,1,2,5,0.15,5,11,3,8,13,28.57,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,3,0,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,2,9.25,8,592.07,0.02,20,0.13,32.89,1100.67,0.5,1,2,6,0.25,10,10,5,8,8,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,7,0,0,0,0,4,0.8,0,0,1,0.25,13,4,1,5,2,7.17,12,1032.47,0.03,24,0.08,57.36,598.12,1,0,0,11,0.44,8,16,3,9,9,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,1,0,0,0,3,0.5,0,0,2,0.67,10,3,1,6,2,8.38,10,837.62,0.03,22,0.1,46.53,-335.91,1,0,0,9,0.33,8,14,4,10,9,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
17,5,4,6,13,8,3,0.08,4,2,3,1,15,1,0,34,1,41.24,31.72,41502.39,0.44,233,0.03,2305.69,1421.99,0.33,2,4,14,0.04,92,141,29,20,72,35.85,40,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,7,1,0,0,12,4,0.36,6,2,2,0.5,13,1,0,11,1,10.18,16.5,2771.94,0.06,43,0.06,154,-459.15,0.25,3,6,11,0.27,12,31,4,11,15,0,11,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,0.13,0,0,1,1,1,1,0,8,3,15.88,7,777.94,0.04,31,0.14,43.22,1062.39,1,0,0,2,0.11,10,21,5,7,9,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,13,1,0,0,0,7,0.7,0,0,3,0.43,22,1,0,10,1,14.22,20.25,5830.36,0.1,62,0.05,323.91,237.07,0.14,0,0,17,0.58,27,35,10,15,12,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
11,3,3,3,10,4,2,0.08,2,2,2,1,8,1,0,21,1,23.75,19.5,9030.08,0.15,101,0.05,501.67,-952.7,0.5,1,2,8,0.04,39,62,12,12,47,38.24,24,"TRUE","pc4","HALSTEAD_VOLUME",0.6
0,5,1,1,1,0,3,0.43,0,0,2,0.67,10,1,0,6,0,14.06,8.67,1055.91,0.04,32,0.12,58.66,666.14,0.33,0,0,9,0.3,13,19,6,8,10,25,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,5,2,0,0,8,3,0.17,4,2,3,1,13,1,0,18,0,27.93,20.43,11656.27,0.19,120,0.05,647.57,1890.76,0.33,2,4,12,0.13,44,76,14,13,23,0,18,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,3,3,0,4,0,2,0.13,0,0,1,0.5,8,1,0,15,0,60.71,7.71,3612.83,0.16,88,0.13,200.71,358.12,0.5,0,0,8,0.08,36,52,28,12,26,21.05,15,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,9,1,0,0,0,5,0.28,0,0,2,0.4,22,1,0,18,4,17.34,20.09,7000.82,0.12,76,0.05,388.93,-720.28,0.2,0,0,19,0.25,34,42,11,13,20,0,18,"FALSE","pc4","HALSTEAD_VOLUME",0.6
28,31,6,5,35,54,16,0.16,24,2,9,0.56,59,8,0,95,2,50.7,37.73,72190.59,0.64,334,0.03,4010.59,1481.38,0.5,15,27,45,0.1,115,219,32,21,166,29.63,100,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,1,2,0,0,0,1,0.1,0,0,1,1,3,1,0,10,0,29.93,8.88,2362.67,0.09,58,0.11,131.26,1082.68,1,0,0,4,0.06,21,37,13,11,16,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,1,1,0,0,0,1,0.13,0,0,1,1,2,1,0,8,1,12.15,16.71,3395.18,0.07,47,0.06,188.62,-1236.34,1,0,0,3,0.09,18,29,7,13,11,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,7,0,0,0,0,4,0.29,0,0,1,0.25,16,1,0,14,3,23.76,19,8577.24,0.15,92,0.05,476.51,167.63,0.25,0,0,14,0.24,38,54,15,15,17,0,14,"FALSE","pc4","HALSTEAD_VOLUME",0.6
11,1,4,0,6,0,1,0.14,0,0,1,1,5,1,0,7,0,24.37,5,609.18,0.04,32,0.2,33.84,-889.78,1,0,0,6,0.04,10,22,7,7,26,46.15,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
9,11,1,6,10,20,6,0.15,10,2,3,0.5,22,6,1,33,1,28.62,39.24,44060.1,0.37,211,0.03,2447.78,1667.05,1,5,10,18,0.1,71,140,19,21,60,32.65,39,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,0,0,1,0.07,0,0,1,1,2,1,0,15,2,9.39,38.67,14045.29,0.12,105,0.03,780.29,400.48,1,0,0,3,0.06,29,76,3,8,17,0,15,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,7,2,0,0,12,4,0.5,6,2,3,0.75,16,1,0,8,0,17.72,10.83,2080,0.06,48,0.09,115.56,-754.36,0.25,3,6,14,0.24,13,35,6,10,17,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
